,name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,drafted,position_Center,position_Forward,position_Guard
2045,Dave Bell,81,220,Center,31,23,18.3,3.2,5.8,0.547,3.2,5.7,0.551,0.0,0.0,0.547,1.2,2.1,0.594,0.4,0.5,1.3,7.5,2.1,3.7,5.7,1.7,0,1,0,0
2046,David Bell,82,225,Forward,59,33,21.7,2.0,6.2,0.325,1.8,4.9,0.369,0.2,1.3,0.325,2.6,3.6,0.7090000000000001,0.8,0.6,0.3,6.8,1.5,2.2,3.7,1.3,0,0,1,0
2047,David Bell,73,175,Guard,61,49,30.0,4.9,12.1,0.405,1.7,3.9,0.438,3.2,8.2,0.405,2.6,3.2,0.816,2.0,1.0,0.0,15.6,0.2,2.4,2.6,2.2,0,0,0,1
2048,David Bell,82,214,Center,38,0,5.9,0.4,0.8,0.452,0.4,0.8,0.452,0.0,0.0,0.452,0.5,0.8,0.581,0.1,0.1,0.3,1.2,0.7,0.9,1.7,0.2,0,1,0,0
2049,Davon Bell,70,175,Guard,129,91,26.1,2.4,5.9,0.414,2.0,4.4,0.459,0.4,1.5,0.414,2.2,2.9,0.7609999999999999,4.2,1.1,0.1,7.5,0.4,2.4,2.8,1.8,0,0,0,1
2050,DeAndre Bell,77,220,Forward,40,7,17.7,1.6,3.9,0.408,0.9,1.9,0.474,0.7,2.0,0.408,1.0,1.5,0.69,0.5,0.7,0.2,4.9,0.5,1.9,2.4,0.8,0,0,1,0
2051,Demetrius Bell,77,280,Forward,88,6,12.7,1.4,3.0,0.473,1.4,3.0,0.477,0.0,0.0,0.473,1.0,2.1,0.4920000000000001,0.4,0.6,0.4,3.9,1.4,1.8,3.2,1.1,0,0,1,0
2052,Derek Bell,79,215,Center,110,37,17.6,3.0,5.2,0.5820000000000001,3.0,5.2,0.585,0.0,0.0,0.5820000000000001,0.9,1.8,0.528,0.4,0.5,0.5,7.0,2.2,3.1,5.2,0.9,0,1,0,0
2053,Eric Bell,66,150,Guard,86,84,27.9,1.4,4.1,0.344,1.0,2.8,0.339,0.5,1.3,0.344,0.9,1.4,0.653,4.4,1.4,0.1,4.2,0.2,1.4,1.6,1.9,0,0,0,1
2054,Gary Bell,74,214,Guard,135,124,28.3,3.2,7.2,0.447,1.6,3.2,0.495,1.6,4.0,0.447,1.5,2.0,0.752,2.0,0.8,0.1,9.6,0.4,2.1,2.5,1.2,0,0,0,1
2055,James Bell,78,220,Guard,122,85,23.5,2.8,6.9,0.411,1.3,2.6,0.49,1.6,4.3,0.411,1.4,1.7,0.789,1.2,0.9,0.4,8.6,1.1,2.9,4.0,1.4,0,0,0,1
2056,Jeremiah Bell,73,180,Guard,102,50,25.7,3.4,8.4,0.401,1.9,4.2,0.455,1.5,4.2,0.401,1.4,2.0,0.684,1.8,0.7,0.1,9.5,0.3,2.3,2.5,1.2,0,0,0,1
2058,Jerome Bell,78,215,Forward,72,55,22.8,1.6,3.2,0.491,1.5,3.0,0.498,0.1,0.2,0.491,1.3,2.6,0.484,1.1,0.6,0.3,4.4,1.6,2.6,4.2,1.4,0,0,1,0
2059,Johnathan Bell,74,170,Guard,65,54,28.2,3.7,9.4,0.391,2.8,6.5,0.431,0.9,2.9,0.391,2.5,3.4,0.7390000000000001,1.4,1.4,0.4,10.7,1.1,3.3,4.4,1.6,0,0,0,1
2060,Jordan Bell,79,190,Forward,105,62,24.7,3.3,5.4,0.61,3.3,5.2,0.622,0.0,0.2,0.61,1.2,1.8,0.63,1.5,1.1,2.2,7.8,2.1,4.7,6.8,1.5,1,0,1,0
2061,Jordan Bell,80,231,Forward,58,1,10.1,1.3,3.1,0.4270000000000001,1.1,2.2,0.496,0.2,0.9,0.4270000000000001,0.5,0.6,0.73,0.5,0.3,0.4,3.3,0.7,1.8,2.4,0.7,1,0,1,0
2062,Justin Bell,70,165,Guard,58,30,27.1,2.3,7.3,0.314,0.9,2.9,0.329,1.3,4.4,0.314,0.8,1.2,0.6759999999999999,3.4,1.1,0.1,6.7,0.5,1.6,2.1,2.1,0,0,0,1
2063,Ka'Darryl Bell,73,190,Guard,116,34,17.8,1.3,3.8,0.35100000000000003,0.9,2.5,0.373,0.4,1.3,0.35100000000000003,1.0,1.5,0.682,1.1,0.9,0.1,4.1,0.3,1.3,1.6,1.5,0,0,0,1
2064,Keegan Bell,73,185,Guard,131,95,27.9,2.2,6.6,0.339,0.8,1.8,0.444,1.4,4.8,0.339,1.0,1.4,0.713,4.8,0.7,0.0,6.9,0.4,2.3,2.7,2.4,0,0,0,1
2065,Keion Bell,76,200,Guard,115,99,27.8,5.1,11.5,0.441,4.1,8.4,0.489,0.9,3.1,0.441,3.8,4.9,0.768,2.3,1.2,0.2,14.9,1.1,3.4,4.6,3.3,0,0,0,1
2066,Kevin Bell,70,165,Guard,116,109,32.3,3.5,8.5,0.412,2.8,6.2,0.445,0.7,2.2,0.412,2.3,3.6,0.647,5.2,1.3,0.1,10.0,0.5,2.3,2.8,2.5,0,0,0,1
2067,Louis Bell,76,180,Guard,113,51,20.6,1.9,5.7,0.339,0.6,1.7,0.374,1.3,4.1,0.339,0.5,0.7,0.6829999999999999,1.1,0.4,0.1,5.7,0.4,0.9,1.3,1.0,0,0,0,1
2068,Marcellous Bell,71,170,Guard,78,4,11.2,1.3,4.0,0.331,0.4,1.1,0.348,0.9,2.9,0.331,0.7,0.9,0.8240000000000001,0.5,0.4,0.0,4.3,0.3,0.7,0.9,0.3,0,0,0,1
2069,Marcus Bell,80,220,Forward,14,1,11.4,1.2,2.8,0.436,1.2,2.8,0.436,0.0,0.0,0.436,0.1,0.6,0.25,0.1,0.4,0.5,2.6,1.1,2.2,3.4,0.8,0,0,1,0
2070,Matt Bell,73,173,Guard,111,111,30.6,3.7,9.2,0.406,2.5,6.1,0.413,1.2,3.0,0.406,3.5,4.5,0.779,2.3,0.8,0.0,12.2,0.4,2.7,3.2,2.2,0,0,0,1
2071,Matthew Bell,83,320,Forward,53,5,6.9,0.8,1.9,0.398,0.8,1.9,0.402,0.0,0.0,0.398,0.4,0.7,0.513,0.2,0.1,0.4,1.9,0.6,0.9,1.5,0.8,0,0,1,0
2072,Melvin Bell,77,190,Guard,27,16,22.0,1.3,3.6,0.3670000000000001,0.7,1.9,0.365,0.6,1.7,0.3670000000000001,1.3,2.0,0.679,1.6,1.1,0.3,4.6,0.5,1.9,2.4,2.4,0,0,0,1
2073,Michael Bell,76,190,Guard,110,48,19.2,2.3,5.7,0.403,1.2,2.7,0.44,1.1,3.0,0.403,1.0,1.4,0.695,1.0,0.7,0.0,6.7,0.6,1.4,2.0,1.0,0,0,0,1
2074,Michael Bell,74,190,Guard,39,0,4.1,0.2,0.8,0.212,0.1,0.3,0.3,0.1,0.6,0.212,0.1,0.1,0.8,0.1,0.1,0.0,0.6,0.2,0.2,0.3,0.3,0,0,0,1
2075,Mike Bell,81,210,Forward,72,53,29.2,5.6,11.8,0.471,4.3,7.8,0.5489999999999999,1.3,4.0,0.471,1.7,3.3,0.519,1.0,0.8,1.5,14.2,2.5,4.9,7.4,1.9,0,0,1,0
2076,Presano Bell,79,230,Forward,57,21,21.4,2.4,5.1,0.476,2.4,5.0,0.481,0.0,0.1,0.476,1.8,3.5,0.523,0.5,0.6,1.1,6.6,1.5,2.7,4.2,1.2,0,0,1,0
2078,Rashad Bell,78,212,Forward,120,88,24.8,3.9,8.1,0.486,3.7,7.3,0.51,0.2,0.8,0.486,3.3,4.7,0.7,0.6,0.6,1.0,11.4,1.9,3.4,5.3,1.6,0,0,1,0
2080,Robert Bell,78,220,Forward,36,0,6.8,1.5,2.8,0.545,1.4,2.6,0.5529999999999999,0.1,0.2,0.545,0.4,1.4,0.28600000000000003,0.4,0.3,0.2,3.5,1.1,1.6,2.6,1.1,0,0,1,0
2081,T.J. Bell,80,254,Center,72,18,12.2,1.6,2.9,0.531,1.6,2.9,0.531,0.0,0.0,0.531,0.8,1.1,0.675,0.3,0.3,0.6,3.9,0.9,1.6,2.5,0.9,0,1,0,0
2082,Talmadge Bell,74,195,Guard,48,26,16.9,1.6,4.5,0.349,0.4,1.4,0.279,1.2,3.1,0.349,0.6,0.8,0.75,0.5,0.4,0.0,4.9,0.4,0.8,1.1,0.7,0,0,0,1
2083,Ted Bell,75,195,Guard,75,32,22.1,2.6,6.6,0.396,0.9,2.1,0.408,1.8,4.5,0.396,0.7,1.0,0.737,0.8,0.3,0.0,7.8,0.3,1.2,1.5,1.0,0,0,0,1
2084,Terrell Bell,79,205,Guard,133,69,20.2,1.6,3.6,0.43,1.1,2.2,0.4970000000000001,0.5,1.4,0.43,0.8,1.2,0.606,1.4,0.6,0.6,4.3,1.2,2.7,3.9,1.0,0,0,0,1
2085,Travon Bell,75,180,Guard,54,23,21.3,2.6,7.0,0.374,0.9,1.9,0.481,1.7,5.1,0.374,0.4,0.6,0.688,1.0,0.9,0.1,7.3,0.4,2.3,2.7,1.1,0,0,0,1
2086,Trevian Bell,79,205,Guard,63,2,14.0,1.9,4.3,0.442,1.3,2.6,0.4970000000000001,0.6,1.7,0.442,0.8,1.0,0.75,0.5,0.4,0.3,5.2,0.7,2.0,2.6,0.8,0,0,0,1
2087,Tyshawn Bell,79,215,Forward,125,60,25.2,3.3,8.0,0.416,1.7,3.6,0.46,1.6,4.4,0.416,1.4,1.7,0.836,0.7,0.8,0.3,9.7,1.0,2.9,3.8,0.8,0,0,1,0
2088,Will Bell,78,242,Forward,61,28,16.4,2.0,3.8,0.519,2.0,3.8,0.519,0.0,0.0,0.519,1.7,2.2,0.78,0.4,0.2,0.5,5.6,0.9,1.8,2.7,1.0,0,0,1,0
2089,Willie Bell,79,205,Forward,95,73,24.5,2.7,5.8,0.463,2.3,4.6,0.498,0.4,1.2,0.463,1.4,2.2,0.629,2.0,1.8,0.5,7.1,2.4,2.8,5.1,1.7,0,0,1,0
2090,Trae Bell-Haynes,74,170,Guard,139,132,28.4,3.8,7.7,0.4920000000000001,3.2,6.2,0.517,0.6,1.5,0.4920000000000001,3.6,4.7,0.763,3.7,1.1,0.1,11.7,0.6,2.5,3.1,2.7,0,0,0,1
2091,Damen Bell-Holter,81,245,Forward,132,95,26.1,3.8,7.7,0.487,3.6,7.0,0.506,0.2,0.7,0.487,2.8,3.9,0.727,1.1,0.4,1.1,10.5,2.4,4.3,6.7,1.7,0,0,1,0
2092,Andrew Bellebaum,79,195,Forward,20,0,3.9,0.3,0.7,0.462,0.2,0.5,0.444,0.1,0.2,0.462,0.1,0.2,0.5,0.2,0.0,0.1,0.8,0.2,0.1,0.3,0.3,0,0,1,0
2093,Justin Bellegarde,81,240,Forward,46,6,9.3,0.9,2.3,0.377,0.9,2.3,0.381,0.0,0.0,0.377,0.5,1.0,0.477,0.3,0.2,0.3,2.2,0.8,1.4,2.2,0.7,0,0,1,0
2094,Oscar Bellfield,74,190,Guard,134,123,30.2,3.2,8.2,0.389,1.6,3.9,0.417,1.5,4.3,0.389,1.2,1.6,0.7559999999999999,4.4,1.0,0.3,9.1,0.5,1.8,2.4,2.1,0,0,0,1
2095,Tevin Bellinger,72,180,Guard,63,37,27.4,4.0,10.6,0.38,2.9,6.4,0.451,1.1,4.2,0.38,2.2,2.8,0.8009999999999999,2.1,1.3,0.0,11.4,0.7,2.4,3.1,2.4,0,0,0,1
2096,Deuce Bello,76,198,Guard,125,14,13.9,1.6,3.4,0.453,1.2,2.3,0.529,0.3,1.1,0.453,1.0,1.8,0.5770000000000001,0.6,0.7,0.3,4.4,0.7,1.4,2.1,1.1,0,0,0,1
2098,Brian Beloin,77,200,Forward,6,0,1.5,0.2,0.3,0.5,0.2,0.3,0.5,0.0,0.0,0.5,0.3,0.7,0.5,0.0,0.0,0.0,0.7,0.2,0.0,0.2,0.0,0,0,1,0
2101,Corey Belser,78,210,Forward,116,84,24.6,2.1,4.6,0.444,1.5,2.9,0.501,0.6,1.7,0.444,1.4,2.1,0.637,1.7,1.2,0.5,6.1,1.4,3.2,4.7,1.3,0,0,1,0
2102,Jonathon Belt,78,235,Forward,84,21,18.0,2.2,4.5,0.488,2.2,4.5,0.493,0.0,0.0,0.488,1.4,2.2,0.617,0.5,0.4,0.2,5.8,1.3,2.3,3.6,1.2,0,0,1,0
2103,Andrae Belton,75,190,Guard,100,18,17.5,1.8,4.4,0.413,1.1,2.5,0.438,0.7,1.9,0.413,0.6,0.9,0.6409999999999999,1.0,0.7,0.2,4.9,0.9,1.4,2.3,0.7,0,0,0,1
2104,Charles Belton,76,190,Guard,31,0,10.4,0.7,1.5,0.458,0.7,1.5,0.458,0.0,0.0,0.458,0.2,0.5,0.5,0.5,0.2,0.2,1.6,0.5,0.9,1.5,0.6,0,0,0,1
2105,Isaac Belton,76,205,Guard,99,12,10.8,1.1,3.1,0.339,0.7,1.5,0.456,0.4,1.6,0.339,0.8,1.1,0.748,0.5,0.4,0.1,3.3,0.3,1.1,1.4,0.6,0,0,0,1
2106,Kenny Belton,80,303,Forward,21,0,6.7,0.6,1.5,0.406,0.6,1.5,0.406,0.0,0.0,0.406,0.4,1.0,0.364,0.1,0.1,0.0,1.6,0.6,0.5,1.0,0.6,0,0,1,0
2108,William Belton,74,175,Guard,15,0,7.1,0.9,1.9,0.483,0.4,1.0,0.4,0.5,0.9,0.483,0.4,0.5,0.857,0.6,0.4,0.1,2.8,0.3,0.3,0.7,0.9,0,0,0,1
2109,Derick Beltran,76,190,Guard,64,64,33.0,4.7,11.9,0.397,2.9,6.2,0.459,1.9,5.6,0.397,3.3,4.2,0.7959999999999999,1.6,1.1,0.4,14.6,0.5,3.4,4.0,1.9,0,0,0,1
2110,Calvin Belts,77,220,Forward,5,0,1.8,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0,0,1,0
2111,DeAndre Bembry,78,210,Forward,101,100,36.1,5.7,12.6,0.457,4.6,8.8,0.52,1.2,3.8,0.457,3.1,4.9,0.628,3.6,1.4,0.8,15.7,1.4,5.3,6.7,2.5,0,0,1,0
2112,Terry Bembry,79,225,Forward,67,37,21.4,3.0,6.8,0.442,3.0,6.8,0.442,0.0,0.0,0.442,1.7,3.3,0.505,0.6,0.6,0.4,7.6,1.6,3.2,4.8,1.3,0,0,1,0
2113,Frank Ben-Eze,82,237,Forward,96,1,7.4,0.6,1.3,0.426,0.6,1.3,0.426,0.0,0.0,0.426,0.2,0.4,0.526,0.2,0.2,0.6,1.4,0.7,1.4,2.2,0.5,0,0,1,0
2114,Hichem Benayad-Cherif,78,210,Forward,6,0,2.8,0.5,1.3,0.375,0.3,1.2,0.28600000000000003,0.2,0.2,0.375,1.2,2.0,0.583,0.0,0.0,0.0,2.3,1.0,0.3,1.3,0.3,0,0,1,0
2115,Darion Benbow,79,179,Forward,94,48,17.3,1.7,3.9,0.442,1.7,3.7,0.449,0.0,0.1,0.442,0.9,1.4,0.649,0.6,0.6,0.4,4.4,1.0,2.4,3.3,1.3,0,0,1,0
2116,Michael Bendall,79,210,Forward,36,0,4.1,0.3,0.8,0.333,0.3,0.8,0.333,0.0,0.0,0.333,0.1,0.4,0.28600000000000003,0.2,0.1,0.1,0.7,0.5,0.8,1.3,0.1,0,0,1,0
2117,Nate Bendall,80,250,Forward,77,60,20.5,2.9,5.5,0.5379999999999999,2.9,5.4,0.541,0.0,0.0,0.5379999999999999,1.6,2.1,0.7659999999999999,0.5,0.4,0.5,7.4,1.6,3.4,4.9,1.1,0,0,1,0
2118,Mohamed Bendary,81,235,Forward,128,13,11.6,1.4,2.2,0.6509999999999999,1.4,2.2,0.653,0.0,0.0,0.6509999999999999,0.4,0.6,0.61,0.7,0.2,0.4,3.2,1.0,1.6,2.7,0.7,0,0,1,0
2119,Brandon Bender,81,245,Forward,14,2,12.1,1.5,3.3,0.457,1.5,3.2,0.467,0.0,0.1,0.457,0.7,1.6,0.455,0.5,0.6,0.7,3.7,1.5,2.4,3.9,1.3,0,0,1,0
2120,Brian Bender,79,210,Forward,116,91,28.4,4.1,10.0,0.41,2.5,5.4,0.466,1.6,4.6,0.41,2.2,2.8,0.7909999999999999,1.5,0.9,0.4,12.0,2.0,3.6,5.6,1.9,0,0,1,0
2121,Drew Bender,76,185,Guard,35,1,9.3,1.0,2.7,0.368,0.5,1.0,0.528,0.5,1.7,0.368,0.4,0.6,0.65,0.6,0.3,0.1,2.8,0.1,1.1,1.2,0.7,0,0,0,1
2122,Ivan Bender,81,228,Forward,81,13,9.6,1.1,1.8,0.626,1.1,1.8,0.636,0.0,0.0,0.626,0.6,0.9,0.608,0.7,0.1,0.2,2.8,0.7,1.6,2.2,0.9,0,0,1,0
2123,Maciej Bender,83,255,Forward,58,1,8.0,0.5,1.3,0.403,0.5,1.2,0.441,0.0,0.2,0.403,0.3,0.5,0.484,0.3,0.2,0.3,1.3,0.8,0.9,1.7,0.3,0,0,1,0
2124,Ben Benfield,76,181,Guard,94,17,13.4,1.6,4.2,0.369,0.7,1.6,0.413,0.9,2.6,0.369,0.6,0.8,0.72,0.9,0.5,0.0,4.6,0.5,1.2,1.7,0.9,0,0,0,1
2125,Cameron Benford,80,240,Forward,58,1,9.4,0.7,1.6,0.424,0.7,1.6,0.429,0.0,0.0,0.424,0.2,0.5,0.467,0.2,0.3,0.4,1.6,1.1,1.6,2.7,0.4,0,0,1,0
2127,Jerrelle Benimon,80,245,Forward,128,67,24.2,3.5,6.6,0.522,3.2,5.8,0.551,0.3,0.9,0.522,2.9,4.2,0.6859999999999999,1.8,0.5,1.0,10.1,1.8,5.0,6.8,2.3,1,0,1,0
2128,DuJuan Benjamin,69,150,Guard,8,2,8.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.5,0.8,0.667,1.6,0.1,0.0,0.5,0.3,0.8,1.0,1.0,0,0,0,1
2129,Dwayne Benjamin,79,200,Forward,72,15,22.4,3.0,7.0,0.424,1.8,3.6,0.512,1.1,3.4,0.424,1.0,1.8,0.591,0.9,1.0,0.3,8.1,1.1,3.2,4.3,0.9,0,0,1,0
2132,Keith Benjamin,74,190,Guard,123,29,16.7,2.0,4.7,0.426,1.3,2.8,0.484,0.7,1.9,0.426,0.6,1.0,0.598,1.2,0.5,0.1,5.2,0.7,1.6,2.3,0.9,0,0,0,1
2133,Marvin Benjamin,79,230,Center,29,13,7.6,1.2,3.1,0.396,1.2,3.1,0.396,0.0,0.0,0.396,1.0,1.8,0.5489999999999999,0.4,0.3,0.4,3.4,1.3,2.0,3.4,1.1,0,1,0,0
2134,Spongy Benjamin,79,228,Forward,65,31,22.1,2.9,5.1,0.565,2.9,5.1,0.565,0.0,0.0,0.565,1.6,2.5,0.6559999999999999,0.6,0.6,0.4,7.4,2.3,3.7,6.0,1.4,0,0,1,0
2135,York Benjamin,80,215,Forward,15,2,10.8,0.7,1.7,0.44,0.7,1.6,0.458,0.0,0.1,0.44,1.0,1.1,0.882,0.3,0.3,0.1,2.5,1.1,1.4,2.5,2.1,0,0,1,0
2136,Scott Benken,79,215,Forward,11,0,2.6,0.3,0.5,0.6,0.2,0.3,0.667,0.1,0.2,0.6,0.5,0.5,1.0,0.2,0.2,0.0,1.2,0.4,0.6,1.0,0.1,0,0,1,0
2137,Michael Benkert,76,200,Guard,87,5,12.1,0.7,2.1,0.333,0.2,0.3,0.615,0.5,1.8,0.333,0.3,0.4,0.7809999999999999,0.4,0.2,0.0,2.2,0.3,0.6,0.9,0.4,0,0,0,1
2138,John Benkoske,81,237,Center,87,3,6.7,0.3,0.7,0.393,0.3,0.7,0.393,0.0,0.0,0.393,0.3,0.5,0.63,0.1,0.1,0.1,0.9,0.4,0.8,1.1,0.3,0,1,0,0
2139,Ivan Benkovic,79,207,Guard,57,0,10.0,0.9,2.4,0.377,0.1,0.2,0.28600000000000003,0.8,2.2,0.377,0.3,0.5,0.643,0.3,0.2,0.1,3.0,0.2,0.7,0.9,0.3,0,0,0,1
2140,Malik Benlevi,78,225,Forward,130,97,26.3,2.9,6.3,0.459,1.5,2.8,0.5329999999999999,1.4,3.5,0.459,1.0,1.5,0.665,1.0,1.0,0.8,8.2,1.2,3.3,4.6,0.7,0,0,1,0
2141,Bilal Benn,77,205,Forward,113,63,23.4,3.1,7.5,0.418,2.5,5.3,0.472,0.6,2.2,0.418,1.6,2.3,0.703,1.9,1.4,0.3,8.5,2.3,3.7,6.0,1.8,0,0,1,0
2142,Cameron Bennerman,76,205,Guard,118,40,19.8,2.6,5.5,0.471,1.7,2.9,0.568,0.9,2.6,0.471,1.2,1.6,0.785,1.1,0.7,0.1,7.4,0.9,1.4,2.3,1.1,0,0,0,1
2143,Akeem Bennett,75,180,Guard,58,55,34.4,4.5,11.4,0.392,3.4,7.7,0.436,1.1,3.7,0.392,4.2,6.2,0.6659999999999999,3.4,2.4,0.6,14.2,1.9,4.2,6.1,3.9,0,0,0,1
2144,Alijah Bennett,74,190,Guard,17,0,3.9,0.2,0.8,0.28600000000000003,0.2,0.5,0.5,0.0,0.4,0.28600000000000003,0.1,0.1,1.0,0.4,0.0,0.1,0.6,0.1,0.4,0.5,0.5,0,0,0,1
2145,Ameer Bennett,80,220,Forward,60,34,19.6,2.0,4.8,0.41,1.9,4.2,0.441,0.1,0.6,0.41,1.6,2.5,0.638,0.4,0.3,0.4,5.7,1.3,2.0,3.3,1.6,0,0,1,0
2146,Anthony Bennett,80,240,Forward,35,31,27.1,5.8,10.8,0.5329999999999999,4.7,8.1,0.5870000000000001,1.0,2.7,0.5329999999999999,3.5,5.1,0.701,1.0,0.7,1.2,16.1,2.5,5.7,8.1,1.9,1,0,1,0
2148,Brian Bennett,81,253,Forward,125,83,22.8,3.9,7.8,0.505,3.9,7.7,0.507,0.0,0.0,0.505,1.0,1.7,0.606,0.7,0.4,0.2,8.9,1.5,2.9,4.5,0.9,0,0,1,0
2149,Caleb Bennett,77,190,Guard,53,1,18.2,1.8,4.2,0.429,1.4,2.9,0.462,0.5,1.3,0.429,1.1,1.4,0.77,1.0,0.5,0.2,5.2,0.4,1.8,2.2,1.4,0,0,0,1
2150,Carrio Bennett,73,155,Guard,119,90,25.0,2.2,6.5,0.34,1.2,3.1,0.388,1.0,3.4,0.34,1.7,2.3,0.73,2.3,0.7,0.1,7.1,0.7,2.0,2.7,2.2,0,0,0,1
2151,Charles Bennett,70,183,Guard,30,6,22.9,2.5,6.3,0.389,1.1,2.4,0.458,1.4,3.9,0.389,1.7,2.1,0.7809999999999999,3.0,0.8,0.0,8.0,0.4,2.1,2.5,1.9,0,0,0,1
2152,Chris Bennett,81,225,Center,13,0,1.4,0.2,0.8,0.3,0.2,0.8,0.3,0.0,0.0,0.3,0.1,0.5,0.16699999999999998,0.1,0.0,0.0,0.5,0.3,0.5,0.8,0.4,0,1,0,0
2153,Connor Bennett,83,235,Forward,38,5,9.3,1.3,1.9,0.6579999999999999,1.3,1.9,0.6579999999999999,0.0,0.0,0.6579999999999999,0.6,0.8,0.677,0.3,0.1,0.2,3.1,0.9,0.9,1.8,0.4,0,0,1,0
2154,D.J. Bennett,80,207,Forward,61,0,8.5,0.9,1.6,0.54,0.9,1.6,0.54,0.0,0.0,0.54,0.6,0.9,0.636,0.1,0.2,0.7,2.3,0.6,1.3,1.9,0.4,0,0,1,0
2155,David Bennett,73,190,Guard,56,41,31.6,3.1,7.6,0.406,1.8,4.1,0.446,1.3,3.5,0.406,3.2,3.7,0.856,2.5,1.4,0.1,10.6,0.5,1.8,2.3,2.1,0,0,0,1
2156,Demetric Bennett,77,205,Guard,124,64,24.1,4.0,8.8,0.454,2.2,4.4,0.508,1.8,4.4,0.454,2.0,2.6,0.7759999999999999,1.7,1.1,0.1,11.8,1.1,3.0,4.1,1.7,0,0,0,1
2158,Frank Bennett,79,230,Forward,116,103,30.1,4.5,8.0,0.5589999999999999,4.4,7.8,0.565,0.1,0.2,0.5589999999999999,3.0,4.7,0.633,0.7,0.7,0.7,12.0,2.4,4.3,6.7,2.5,0,0,1,0
2159,Iran Bennett,81,350,Forward,16,7,12.7,1.8,3.2,0.5489999999999999,1.7,3.0,0.563,0.1,0.2,0.5489999999999999,0.6,1.3,0.429,0.3,0.4,0.8,4.1,1.1,1.7,2.8,1.3,0,0,1,0
2160,J.B. Bennett,80,205,Forward,93,25,19.2,1.1,2.4,0.482,1.1,2.4,0.482,0.0,0.0,0.482,1.0,1.5,0.652,0.4,0.4,0.5,3.2,1.4,2.0,3.1,0.9,0,0,1,0
2161,Jason Bennett,87,265,Center,56,29,11.2,0.7,1.5,0.453,0.7,1.5,0.453,0.0,0.0,0.453,0.4,1.0,0.407,0.1,0.1,1.3,1.8,0.8,1.4,2.1,0.6,0,1,0,0
2162,Jeremiah Bennett,81,220,Forward,71,2,5.9,0.7,1.7,0.412,0.4,0.7,0.5379999999999999,0.3,0.9,0.412,0.3,0.5,0.579,0.2,0.1,0.3,2.0,0.5,1.2,1.6,0.4,0,0,1,0
2163,Khaleem Bennett,76,200,Guard,29,25,19.8,2.4,5.3,0.451,2.2,4.7,0.474,0.1,0.6,0.451,1.3,2.7,0.5,0.9,0.7,0.3,6.2,1.1,2.0,3.1,2.0,0,0,0,1
2164,Marcus Bennett,75,185,Guard,29,2,19.9,2.9,7.2,0.405,1.2,2.7,0.442,1.8,4.6,0.405,1.1,1.2,0.8859999999999999,0.8,0.9,0.0,8.7,0.4,0.8,1.2,0.9,0,0,0,1
2165,Marques Bennett,77,200,Guard,90,24,15.3,0.9,2.5,0.3720000000000001,0.4,1.0,0.4270000000000001,0.5,1.5,0.3720000000000001,0.4,0.6,0.569,0.8,0.8,0.1,2.7,0.8,2.0,2.8,0.6,0,0,0,1
2166,Martellus Bennett,79,250,Forward,30,0,5.8,0.4,1.7,0.26,0.4,1.5,0.289,0.0,0.2,0.26,0.8,1.4,0.61,0.4,0.4,0.2,1.7,0.6,0.8,1.4,0.6,0,0,1,0
2167,Matt Bennett,76,205,Forward,53,0,8.5,0.7,2.0,0.375,0.4,0.9,0.38,0.4,1.0,0.375,0.3,0.5,0.667,0.2,0.2,0.0,2.2,0.4,0.7,1.1,0.4,0,0,1,0
2168,Matt Bennett,75,185,Guard,29,0,2.0,0.2,0.4,0.417,0.1,0.3,0.444,0.0,0.1,0.417,0.0,0.2,0.16699999999999998,0.1,0.1,0.0,0.4,0.0,0.2,0.2,0.2,0,0,0,1
2169,Michael Bennett,77,205,Guard,115,15,14.6,0.7,1.4,0.488,0.6,1.1,0.5539999999999999,0.1,0.4,0.488,0.5,0.7,0.701,0.8,0.4,0.1,2.0,0.7,1.1,1.8,0.6,0,0,0,1
2170,Mike Bennett,74,175,Guard,78,2,10.6,1.4,4.6,0.313,0.5,1.6,0.331,0.9,3.0,0.313,0.3,0.4,0.759,0.6,0.4,0.1,4.1,0.3,0.7,1.2,0.8,0,0,0,1
2172,Paris Bennett,78,226,Forward,76,1,8.5,0.7,1.6,0.415,0.6,1.5,0.441,0.0,0.2,0.415,0.3,0.5,0.649,0.3,0.2,0.2,1.7,0.5,1.0,1.5,0.5,0,0,1,0
2174,Ryan Bennett,70,162,Guard,15,2,16.8,1.0,3.3,0.3,0.7,1.7,0.44,0.3,1.7,0.3,1.4,2.1,0.677,3.2,1.0,0.1,3.7,0.3,1.5,1.7,2.2,0,0,0,1
2175,Stephan Bennett,81,215,Forward,58,10,16.6,1.6,3.5,0.453,1.5,3.3,0.458,0.1,0.2,0.453,0.9,1.7,0.552,0.4,0.3,0.5,4.1,1.2,1.6,2.8,0.7,0,0,1,0
