,name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,drafted,position_Center,position_Forward,position_Guard
1912,Matt Beachler,76,192,Guard,69,0,10.2,1.0,2.7,0.374,0.3,0.5,0.667,0.7,2.2,0.374,0.4,0.6,0.6409999999999999,0.4,0.3,0.1,3.1,0.2,1.0,1.1,0.3,0,0,0,1
1913,Tanner Beachnau,72,170,Guard,7,0,2.7,0.1,0.7,0.2,0.0,0.3,0.0,0.1,0.4,0.2,0.1,0.3,0.5,0.4,0.3,0.0,0.6,0.0,0.3,0.3,0.1,0,0,0,1
1914,Bradley Beal,75,207,Guard,37,37,34.2,4.7,10.6,0.445,3.0,5.6,0.541,1.7,5.0,0.445,3.6,4.7,0.769,2.2,1.4,0.8,14.8,1.4,5.4,6.7,2.1,1,0,0,1
1915,Garet Beal,78,215,Guard,52,28,18.4,1.6,4.6,0.35600000000000004,1.0,2.1,0.463,0.7,2.5,0.35600000000000004,1.3,1.7,0.7440000000000001,1.2,0.6,0.2,5.2,0.6,2.0,2.6,1.5,0,0,0,1
1916,Jermaine Beal,75,205,Guard,132,98,27.3,2.9,7.0,0.413,1.6,3.4,0.465,1.3,3.6,0.413,2.4,3.1,0.795,3.2,1.0,0.1,9.5,0.3,2.1,2.4,1.5,0,0,0,1
1917,Mike Beal,77,215,Guard,103,52,20.1,1.5,4.0,0.386,1.3,3.0,0.4270000000000001,0.2,0.9,0.386,1.3,1.7,0.7170000000000001,1.8,0.7,0.4,4.5,1.1,2.7,3.9,2.2,0,0,0,1
1918,Ryan Beal,77,210,Guard,20,0,1.7,0.2,0.5,0.4,0.2,0.3,0.667,0.0,0.2,0.4,0.2,0.4,0.375,0.0,0.0,0.1,0.6,0.1,0.1,0.2,0.3,0,0,0,1
1919,Tyronne Beale,80,175,Forward,28,19,18.0,2.5,5.1,0.5,2.5,5.0,0.507,0.0,0.1,0.5,0.9,1.1,0.8,0.0,0.4,0.1,5.9,1.1,1.4,2.5,0.5,0,0,1,0
1920,Gabe Bealer,78,180,Forward,77,32,13.9,1.6,3.6,0.45,0.6,1.1,0.578,1.0,2.6,0.45,0.4,0.6,0.698,0.4,0.3,0.1,4.7,0.3,1.5,1.8,0.5,0,0,1,0
1921,Tramar Beaman,73,180,Guard,49,4,5.1,0.4,1.1,0.389,0.2,0.4,0.4,0.3,0.7,0.389,0.3,0.5,0.708,0.3,0.3,0.1,1.5,0.2,0.3,0.6,0.4,0,0,0,1
1922,George Beamon,76,175,Guard,120,95,28.5,5.1,11.4,0.445,4.0,8.5,0.473,1.0,2.9,0.445,4.2,5.4,0.7809999999999999,1.1,1.4,0.4,15.4,1.6,3.6,5.3,1.9,0,0,0,1
1923,Ronnye Beamon,76,195,Forward,80,23,14.6,1.2,2.5,0.458,0.9,1.9,0.477,0.2,0.6,0.458,0.8,1.5,0.578,0.6,0.6,0.1,3.4,0.8,1.4,2.2,0.8,0,0,1,0
1924,Justin Bean,79,210,Forward,29,0,12.1,1.5,3.0,0.512,1.5,2.8,0.5379999999999999,0.0,0.2,0.512,1.0,1.3,0.763,0.8,0.7,0.3,4.1,1.4,2.3,3.8,0.6,0,0,1,0
1925,Mike Bean,79,205,Forward,47,1,2.8,0.2,0.5,0.5,0.2,0.5,0.5,0.0,0.0,0.5,0.1,0.3,0.5,0.0,0.0,0.0,0.6,0.2,0.4,0.6,0.1,0,0,1,0
1926,Anthony Beane,74,190,Guard,129,119,33.1,5.3,12.1,0.434,3.8,8.0,0.474,1.5,4.2,0.434,2.8,3.7,0.772,1.5,1.1,0.1,14.9,0.6,2.4,3.1,2.0,0,0,0,1
1927,Darius Beane,75,165,Guard,32,0,15.4,1.0,2.5,0.395,0.6,1.4,0.455,0.4,1.2,0.395,0.6,0.8,0.741,0.8,0.6,0.1,3.0,0.9,1.9,2.8,0.8,0,0,0,1
1928,Geoff Beans,79,210,Forward,128,43,16.6,1.7,4.6,0.3720000000000001,0.3,0.7,0.471,1.4,3.9,0.3720000000000001,0.9,1.2,0.812,0.5,0.3,0.2,5.7,0.4,1.6,2.0,0.5,0,0,1,0
1929,Phil Beans,81,233,Center,91,51,16.4,1.8,4.3,0.43,1.2,2.6,0.459,0.7,1.7,0.43,0.8,1.0,0.8170000000000001,0.4,0.2,0.3,5.2,0.8,1.8,2.7,0.9,0,1,0,0
1930,Anton Beard,72,195,Guard,129,63,22.9,2.5,6.5,0.382,1.5,3.7,0.419,0.9,2.8,0.382,1.5,2.1,0.705,2.1,1.0,0.0,7.4,0.7,1.5,2.2,1.0,0,0,0,1
1931,Davonte Beard,74,181,Guard,10,1,22.7,1.5,4.2,0.35700000000000004,1.1,2.5,0.44,0.4,1.7,0.35700000000000004,1.8,2.5,0.72,1.6,0.7,0.0,5.2,0.5,1.3,1.8,1.8,0,0,0,1
1932,Henry Beard,72,177,Guard,23,0,2.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0,0,0,1
1933,Nashid Beard,81,203,Center,57,27,16.5,2.6,5.3,0.483,2.6,5.3,0.483,0.0,0.0,0.483,1.4,2.1,0.6609999999999999,0.7,0.3,0.7,6.5,1.2,2.2,3.5,1.7,0,1,0,0
1934,Brian Beard Jr.,70,180,Guard,65,63,33.9,5.4,13.5,0.4,4.0,8.4,0.479,1.4,5.1,0.4,4.6,6.8,0.682,5.9,2.9,0.0,16.9,0.4,3.2,3.6,3.4,0,0,0,1
1935,Lamonte Bearden,75,170,Guard,124,106,29.0,3.5,8.1,0.431,3.0,6.4,0.467,0.5,1.7,0.431,3.3,4.4,0.765,4.1,1.5,0.2,10.8,0.7,1.9,2.6,2.2,0,0,0,1
1936,Bryan Beasley,72,193,Guard,115,39,16.5,0.8,2.4,0.338,0.5,1.5,0.343,0.3,0.9,0.338,0.5,1.0,0.508,1.3,0.6,0.1,2.4,0.2,1.1,1.4,1.3,0,0,0,1
1937,Courtney Beasley,75,210,Guard,127,119,31.0,4.4,9.8,0.452,4.0,8.3,0.478,0.5,1.5,0.452,2.2,3.0,0.728,1.6,1.1,0.2,11.5,1.5,3.6,5.0,1.7,0,0,0,1
1938,Malik Beasley,77,190,Guard,34,33,29.8,5.4,11.6,0.471,3.8,7.4,0.518,1.6,4.2,0.471,3.1,3.8,0.813,1.5,0.9,0.2,15.6,1.3,4.0,5.3,1.7,1,0,0,1
1939,Michael Beasley,81,235,Forward,33,33,31.5,9.3,17.5,0.532,8.2,14.6,0.562,1.1,2.9,0.532,6.5,8.5,0.774,1.2,1.3,1.6,26.2,4.0,8.4,12.4,2.9,1,0,1,0
1940,Terrance Beasley,78,210,Forward,25,2,7.6,0.7,2.2,0.304,0.6,1.9,0.34,0.0,0.4,0.304,0.4,0.8,0.526,0.2,0.2,0.1,1.8,0.5,0.7,1.2,0.6,0,0,1,0
1941,Chris Beattie,76,190,Guard,13,1,7.2,0.6,1.8,0.333,0.1,0.5,0.14300000000000002,0.5,1.3,0.333,0.2,0.2,0.667,0.3,0.1,0.0,1.9,0.2,0.4,0.5,0.2,0,0,0,1
1942,Colin Beatty,76,205,Guard,65,49,21.6,2.2,5.0,0.433,1.6,3.3,0.477,0.6,1.8,0.433,0.4,0.7,0.545,1.4,0.5,0.2,5.4,1.2,2.2,3.3,0.9,0,0,0,1
1943,David Beatty,74,200,Guard,60,12,19.0,1.9,5.8,0.327,1.2,3.0,0.387,0.7,2.8,0.327,1.0,1.2,0.7809999999999999,1.2,0.6,0.3,5.4,0.2,1.7,1.9,1.1,0,0,0,1
1945,Graham Beatty,80,225,Forward,107,32,14.3,1.2,2.7,0.452,1.2,2.7,0.453,0.0,0.0,0.452,0.6,1.1,0.565,0.3,0.4,0.3,3.1,1.2,1.6,2.8,0.9,0,0,1,0
1946,James Beatty,74,190,Guard,64,51,28.9,2.4,5.8,0.41,0.8,1.6,0.485,1.6,4.3,0.41,0.6,1.0,0.6559999999999999,3.3,1.5,0.1,7.0,0.6,1.9,2.5,1.6,0,0,0,1
1947,Miles Beatty,74,210,Guard,14,0,12.3,1.6,4.1,0.379,0.9,2.0,0.464,0.6,2.1,0.379,1.0,1.4,0.737,1.1,0.3,0.0,4.8,0.4,0.8,1.1,1.1,0,0,0,1
1948,Ingo Beaudet,83,249,Center,64,2,7.4,0.5,0.9,0.5,0.5,0.9,0.5,0.0,0.0,0.5,0.1,0.3,0.474,0.1,0.0,0.2,1.1,0.5,0.6,1.1,0.2,0,1,0,0
1949,Mitchell Beauford,72,185,Guard,117,87,29.1,4.4,10.9,0.405,3.9,9.2,0.428,0.5,1.7,0.405,2.3,3.5,0.65,2.2,1.5,0.1,11.6,0.8,2.2,2.9,2.2,0,0,0,1
1950,Kahari Beaufort,76,185,Guard,47,8,10.4,1.1,2.9,0.397,0.7,1.6,0.473,0.4,1.3,0.397,0.5,0.8,0.6940000000000001,0.4,0.4,0.1,3.2,0.3,1.1,1.4,0.7,0,0,0,1
1951,Ryley Beaumont,79,220,Forward,127,107,26.4,3.4,7.6,0.45,2.9,5.7,0.499,0.6,1.9,0.45,1.2,1.8,0.6409999999999999,1.4,0.5,0.3,8.6,1.4,4.1,5.5,1.5,0,0,1,0
1952,Omar Beauperthuy,80,255,Forward,22,0,8.3,0.3,1.0,0.333,0.3,0.9,0.368,0.0,0.1,0.333,0.2,0.3,0.667,0.2,0.0,0.1,0.8,0.5,0.8,1.3,0.5,0,0,1,0
1953,Tank Beavers,74,170,Guard,18,0,6.8,0.2,1.2,0.19,0.2,0.4,0.375,0.1,0.7,0.19,0.1,0.2,0.25,0.2,0.4,0.0,0.6,0.1,0.4,0.5,0.5,0,0,0,1
1954,Vangelis Bebis,78,184,Guard,27,6,8.6,0.6,1.9,0.327,0.1,0.3,0.5,0.5,1.6,0.327,0.1,0.1,1.0,0.3,0.3,0.1,1.8,0.1,0.7,0.7,0.3,0,0,0,1
1955,Brennan Bechard,72,185,Guard,35,1,1.8,0.2,0.5,0.333,0.1,0.2,0.5,0.1,0.3,0.333,0.1,0.2,0.375,0.1,0.0,0.0,0.5,0.0,0.2,0.2,0.0,0,0,0,1
1956,Nadi Beciri,79,215,Forward,55,0,5.4,0.5,1.4,0.395,0.4,1.1,0.414,0.1,0.3,0.395,0.5,0.8,0.643,0.2,0.2,0.2,1.7,0.6,0.9,1.5,0.5,0,0,1,0
1958,Demario Beck,80,220,Forward,71,47,25.2,3.9,7.9,0.496,3.2,5.2,0.612,0.7,2.7,0.496,1.4,2.5,0.557,0.7,0.6,0.8,9.9,2.6,5.0,7.5,1.4,0,0,1,0
1959,James Beck,80,210,Forward,51,13,16.5,1.6,3.8,0.415,1.6,3.6,0.43,0.0,0.2,0.415,0.9,1.6,0.6,0.8,0.2,0.3,4.1,1.4,2.6,4.0,0.9,0,0,1,0
1960,Marlon Beck,71,175,Guard,123,83,29.1,2.7,7.7,0.35,1.0,2.5,0.402,1.7,5.2,0.35,1.3,2.0,0.653,2.2,1.1,0.0,8.4,0.3,2.1,2.4,1.5,0,0,0,1
1962,Romel Beck,79,185,Forward,59,48,28.7,4.7,10.2,0.462,2.7,5.1,0.535,2.0,5.1,0.462,2.6,3.2,0.8,1.1,0.6,0.3,13.9,0.4,1.8,2.2,1.9,0,0,1,0
1963,Tervell Beck,79,230,Forward,51,13,14.7,2.2,3.9,0.57,2.0,3.2,0.63,0.2,0.7,0.57,1.5,2.4,0.615,0.4,0.3,0.2,6.2,1.0,1.3,2.3,1.1,0,0,1,0
1964,Marcus Becker,74,195,Guard,111,82,28.0,1.8,4.4,0.403,1.3,2.7,0.493,0.4,1.7,0.403,1.0,1.7,0.62,2.4,1.4,0.1,5.0,0.9,1.7,2.6,1.8,0,0,0,1
1967,Brian Beckford,78,190,Forward,50,7,12.1,0.8,2.3,0.342,0.7,1.9,0.371,0.1,0.4,0.342,0.6,1.1,0.518,0.5,0.4,0.4,2.3,0.8,1.6,2.4,0.8,0,0,1,0
1968,Bruce Beckford,79,215,Forward,122,110,28.5,4.2,9.1,0.457,3.6,7.2,0.503,0.5,1.9,0.457,3.0,3.9,0.757,0.9,0.7,0.5,11.8,1.7,4.7,6.4,2.3,0,0,1,0
1969,Bryant Beckford,77,190,Forward,13,0,2.9,0.2,0.5,0.429,0.2,0.5,0.429,0.0,0.0,0.429,0.3,0.7,0.444,0.0,0.1,0.2,0.8,0.1,0.3,0.4,0.2,0,0,1,0
1970,Jaylen Beckham,72,160,Guard,16,3,8.1,0.4,1.6,0.269,0.4,1.3,0.28600000000000003,0.1,0.3,0.269,0.5,0.9,0.5710000000000001,0.8,0.5,0.1,1.4,0.5,0.3,0.8,1.3,0,0,0,1
1971,Twany Beckham,77,202,Guard,68,5,8.2,0.6,1.6,0.35200000000000004,0.5,1.4,0.389,0.0,0.2,0.35200000000000004,0.3,0.6,0.487,1.1,0.5,0.0,1.4,0.2,1.1,1.3,0.9,0,0,0,1
1973,Trent Beckley,82,240,Forward,24,0,3.5,0.2,0.5,0.364,0.2,0.5,0.364,0.0,0.0,0.364,0.1,0.1,0.667,0.0,0.0,0.0,0.4,0.0,0.3,0.4,0.3,0,0,1,0
1974,Stacy Beckton,76,186,Guard,50,17,23.8,2.7,6.3,0.431,1.8,3.4,0.5379999999999999,0.9,2.9,0.431,1.5,2.0,0.73,0.9,1.0,0.9,7.7,0.8,2.7,3.5,1.5,0,0,0,1
1975,Derek Becton,74,195,Guard,24,2,7.2,0.4,1.3,0.29,0.3,1.1,0.308,0.0,0.2,0.29,0.5,1.0,0.458,0.2,0.1,0.0,1.3,0.5,0.5,1.0,0.7,0,0,0,1
1976,Khalil Bedart-Ghani,76,192,Guard,22,0,4.1,0.3,1.1,0.28,0.3,0.9,0.35,0.0,0.2,0.28,0.1,0.4,0.375,0.1,0.3,0.1,0.8,0.4,0.6,1.0,0.4,0,0,0,1
1977,Malerick Bedden,78,220,Forward,50,39,26.6,4.9,10.3,0.473,4.1,8.1,0.505,0.8,2.2,0.473,2.2,3.3,0.655,1.3,0.7,0.3,12.7,1.9,3.0,4.9,1.9,0,0,1,0
1979,Wabissa Bede,73,195,Guard,63,26,17.7,1.2,2.8,0.4270000000000001,0.7,1.5,0.458,0.5,1.3,0.4270000000000001,0.3,0.5,0.581,1.7,0.7,0.1,3.2,0.2,1.6,1.7,0.7,0,0,0,1
1980,Chiwale Bedeau,79,240,Forward,47,2,6.8,0.7,1.4,0.493,0.7,1.4,0.493,0.0,0.0,0.493,0.1,0.4,0.368,0.3,0.2,0.3,1.6,0.6,0.9,1.4,0.6,0,0,1,0
1981,Bryan Bedford,76,230,Forward,132,38,15.1,1.4,3.0,0.459,0.9,1.7,0.536,0.5,1.3,0.459,0.8,1.0,0.78,0.4,0.4,0.1,4.1,0.9,1.3,2.2,0.4,0,0,1,0
1982,Michael Bedford,76,175,Guard,13,0,4.0,0.2,0.4,0.4,0.1,0.1,1.0,0.1,0.3,0.4,0.1,0.2,0.5,0.2,0.1,0.0,0.5,0.0,0.7,0.7,0.1,0,0,0,1
1983,Mike Bedulskis,81,220,Forward,6,0,3.0,0.7,1.2,0.5710000000000001,0.7,1.2,0.5710000000000001,0.0,0.0,0.5710000000000001,1.0,1.5,0.667,0.0,0.2,0.0,2.3,0.5,0.8,1.3,0.2,0,0,1,0
1984,Josh Bedwell,72,180,Guard,113,39,19.5,1.9,4.5,0.431,0.5,1.1,0.458,1.5,3.5,0.431,1.0,1.2,0.851,1.0,0.4,0.0,6.4,0.4,1.7,2.1,1.1,0,0,0,1
1985,Beau Beech,80,210,Guard,133,129,28.7,3.8,9.0,0.423,1.5,3.2,0.479,2.3,5.8,0.423,1.8,2.4,0.7609999999999999,1.4,1.1,0.4,11.7,1.0,4.0,5.1,1.7,0,0,0,1
1988,Zane Beekman,81,235,Center,54,4,7.6,0.6,1.1,0.5,0.6,1.1,0.517,0.0,0.0,0.5,0.2,0.4,0.619,0.1,0.1,0.6,1.4,0.8,0.8,1.6,0.3,0,1,0,0
1989,Sam Beeler,82,210,Forward,127,46,12.4,1.5,2.5,0.613,1.5,2.5,0.613,0.0,0.0,0.613,0.5,1.1,0.466,0.2,0.2,0.6,3.6,0.9,1.9,2.8,0.7,0,0,1,0
1990,Torin Beeler,78,210,Guard,30,22,20.6,1.5,2.7,0.561,1.4,2.5,0.573,0.1,0.2,0.561,0.9,2.2,0.388,0.9,0.8,0.0,4.0,1.2,2.4,3.6,1.7,0,0,0,1
1991,Mike Beers,75,184,Guard,98,3,12.3,1.4,4.1,0.33,0.4,1.2,0.35700000000000004,0.9,3.0,0.33,0.4,0.6,0.7859999999999999,0.6,0.4,0.0,4.1,0.3,0.9,1.2,0.6,0,0,0,1
1992,Jason Bees,84,255,Center,21,12,13.0,1.2,2.7,0.456,1.2,2.7,0.464,0.0,0.0,0.456,0.4,0.9,0.474,0.2,0.4,0.5,2.9,1.0,1.6,2.6,0.8,0,1,0,0
1995,Billy Begley,73,190,Guard,41,0,1.4,0.1,0.6,0.208,0.1,0.2,0.429,0.0,0.4,0.208,0.0,0.1,0.5,0.1,0.0,0.0,0.3,0.0,0.1,0.2,0.1,0,0,0,1
1996,Devon Begley,76,186,Guard,123,29,19.4,1.7,4.6,0.374,0.9,2.2,0.407,0.8,2.4,0.374,1.0,1.4,0.725,1.6,0.9,0.1,5.3,0.4,1.9,2.3,1.4,0,0,0,1
1997,Tim Begley,77,230,Guard,116,115,31.7,3.3,7.5,0.4370000000000001,1.1,2.3,0.474,2.2,5.2,0.4370000000000001,1.3,1.9,0.6940000000000001,3.7,1.1,0.1,10.0,1.0,3.8,4.8,2.1,0,0,0,1
1998,Patrick Behan,80,229,Forward,119,65,19.3,3.1,6.8,0.455,3.0,6.2,0.475,0.1,0.6,0.455,1.5,2.2,0.662,0.5,0.3,0.1,7.8,1.1,2.7,3.8,1.6,0,0,1,0
1999,Chane Behanan,78,250,Forward,91,73,25.1,3.7,7.0,0.52,3.6,6.5,0.55,0.1,0.5,0.52,2.0,3.6,0.552,0.9,1.1,0.4,9.4,2.9,3.9,6.9,1.6,0,0,1,0
2000,Jason Beharie,81,230,Forward,11,0,4.3,0.2,0.6,0.28600000000000003,0.2,0.6,0.28600000000000003,0.0,0.0,0.28600000000000003,0.0,0.2,0.0,0.0,0.2,0.2,0.4,0.5,0.7,1.3,0.0,0,0,1,0
2001,Shannon Behling,79,200,Guard,64,64,30.1,4.1,10.4,0.398,2.7,6.0,0.455,1.4,4.4,0.398,1.2,1.9,0.639,0.9,1.4,0.5,10.9,2.2,3.8,5.9,1.7,0,0,0,1
2003,Dominique Behonh-Tolly,78,210,Forward,19,0,3.9,0.3,0.6,0.5,0.3,0.6,0.5,0.0,0.0,0.5,0.4,0.7,0.5379999999999999,0.1,0.1,0.1,1.0,0.5,0.5,0.9,0.2,0,0,1,0
2004,Tim Behrendorff,83,235,Center,50,46,23.9,3.9,7.3,0.54,3.1,5.0,0.627,0.8,2.3,0.54,1.4,1.8,0.772,1.0,0.3,1.1,10.1,1.3,3.3,4.6,1.6,0,1,0,0
2005,Tyler Behrendt,71,165,Guard,12,0,3.7,0.3,0.8,0.444,0.3,0.5,0.5,0.1,0.3,0.444,0.3,0.3,1.0,0.4,0.1,0.0,1.1,0.1,0.3,0.3,0.2,0,0,0,1
2006,Christian Behrens,80,225,Forward,70,17,11.0,1.0,2.1,0.476,1.0,2.1,0.476,0.0,0.0,0.476,0.5,1.0,0.528,0.2,0.1,0.2,2.5,0.7,1.5,2.2,0.4,0,0,1,0
2008,Tom Behrens,76,185,Guard,7,0,1.7,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.1,0.3,0.5,0.3,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0,0,0,1
2009,Kelly Beidler,77,205,Forward,119,64,25.2,3.2,7.4,0.431,2.4,5.0,0.475,0.8,2.4,0.431,1.6,2.3,0.6759999999999999,1.4,1.1,0.9,8.7,1.3,4.2,5.5,1.7,0,0,1,0
2010,Patrick Beilein,76,205,Guard,128,2,21.8,2.4,6.4,0.374,0.5,1.2,0.446,1.9,5.3,0.374,1.1,1.5,0.757,1.8,0.7,0.0,7.8,0.3,1.6,2.0,1.2,0,0,0,1
2011,Andrew Beinert,76,185,Guard,121,102,27.3,2.5,6.2,0.406,1.1,2.7,0.405,1.4,3.5,0.406,1.2,1.8,0.665,2.8,0.9,0.0,7.7,0.5,1.7,2.2,2.3,0,0,0,1
2012,Jake Beitinger,80,235,Forward,30,15,19.1,2.3,5.4,0.423,1.8,4.2,0.425,0.5,1.2,0.423,1.2,2.5,0.493,1.5,0.4,1.1,6.3,1.0,2.6,3.6,1.9,0,0,1,0
2013,Devon Beitzel,73,180,Guard,115,86,26.1,4.3,9.1,0.478,2.3,4.0,0.574,2.0,5.1,0.478,2.9,3.5,0.8440000000000001,1.6,1.3,0.0,13.6,0.6,2.1,2.7,1.7,0,0,0,1
2014,Daniel Bejarano,77,210,Guard,108,67,26.9,3.5,9.5,0.365,2.0,5.0,0.395,1.5,4.5,0.365,2.0,2.7,0.752,2.1,0.6,0.4,10.4,1.7,4.7,6.5,1.3,0,0,0,1
2015,Henry Bekkering,79,245,Forward,42,15,14.1,1.5,3.4,0.4370000000000001,1.3,2.6,0.495,0.2,0.7,0.4370000000000001,1.3,1.7,0.778,0.7,0.2,0.3,4.5,0.7,1.5,2.2,1.0,0,0,1,0
2016,Benoit Bekono,79,200,Forward,28,16,19.4,1.5,3.0,0.5,1.5,3.0,0.494,0.0,0.0,0.5,1.0,1.5,0.643,0.3,1.0,0.5,4.0,1.8,2.8,4.5,1.3,0,0,1,0
2017,Gabby Belardo,74,180,Guard,97,55,21.4,2.8,7.3,0.382,1.9,4.2,0.439,0.9,3.1,0.382,1.0,1.5,0.642,2.3,0.9,0.0,7.5,0.5,1.4,1.9,2.2,0,0,0,1
2020,Rocco Belcaster,79,212,Forward,34,1,15.6,1.0,3.3,0.297,0.2,0.6,0.4,0.7,2.7,0.297,0.3,0.6,0.526,0.9,0.3,0.1,3.0,0.7,1.1,1.9,1.0,0,0,1,0
2021,Keaton Belcher,81,215,Forward,131,37,15.6,2.3,5.6,0.417,1.1,1.9,0.5579999999999999,1.3,3.7,0.417,0.6,0.8,0.762,0.7,0.5,0.2,6.5,1.0,2.0,3.0,0.9,0,0,1,0
2022,Marcus Belcher,72,185,Guard,66,57,24.8,1.7,3.8,0.44,0.6,1.2,0.526,1.0,2.6,0.44,1.0,1.4,0.674,2.8,1.1,0.0,5.3,0.3,1.8,2.1,1.7,0,0,0,1
2023,Ryan Belcher,74,180,Guard,28,0,14.6,1.6,2.9,0.537,1.2,1.8,0.647,0.4,1.1,0.537,0.7,1.0,0.741,0.8,0.7,0.3,4.3,0.5,1.4,2.0,0.8,0,0,0,1
2024,Rob Belcore,78,225,Forward,108,80,27.0,1.8,4.4,0.416,1.1,2.0,0.542,0.8,2.4,0.416,0.8,1.2,0.685,2.0,1.1,0.2,5.2,1.1,2.3,3.3,1.4,0,0,1,0
2025,Keith Belfield,78,205,Guard,38,8,17.9,1.5,4.2,0.365,0.7,2.1,0.333,0.8,2.1,0.365,1.0,1.4,0.7040000000000001,0.7,0.3,0.1,4.9,0.9,1.3,2.2,1.1,0,0,0,1
2026,Jomo Belfor,72,185,Guard,56,55,30.8,2.4,7.3,0.327,1.4,4.7,0.309,0.9,2.6,0.327,2.9,3.9,0.733,3.2,1.4,0.1,8.6,1.1,3.4,4.5,3.0,0,0,0,1
2027,Jake Belford,81,210,Forward,58,11,12.2,1.5,3.0,0.509,1.1,1.9,0.573,0.4,1.1,0.509,0.8,1.1,0.742,0.6,0.2,0.2,4.3,0.6,1.6,2.2,0.9,0,0,1,0
2028,Jeron Belin,78,195,Forward,63,21,23.6,3.5,8.5,0.409,2.8,6.2,0.458,0.7,2.3,0.409,2.5,4.3,0.57,0.7,0.8,0.6,10.1,2.1,2.7,4.8,1.9,0,0,1,0
2029,Kamren Belin,79,235,Forward,65,63,30.5,3.8,9.6,0.392,2.0,4.5,0.431,1.8,5.0,0.392,1.9,2.4,0.799,1.5,0.7,0.7,11.2,1.5,3.5,5.0,1.7,0,0,1,0
2030,Bob Belivacqua,73,170,Guard,44,18,16.8,1.3,3.7,0.34,0.3,0.7,0.4,1.0,3.0,0.34,0.5,0.6,0.75,1.0,0.6,0.1,4.0,0.3,0.8,1.2,0.9,0,0,0,1
2031,Amir Bell,76,210,Guard,21,1,7.1,0.6,1.9,0.3,0.6,1.8,0.316,0.0,0.1,0.3,0.4,0.5,0.818,0.1,0.1,0.0,1.6,0.4,0.5,0.9,0.8,0,0,0,1
2032,Amir Bell,75,160,Guard,118,92,28.5,3.1,6.8,0.458,2.3,4.4,0.514,0.8,2.4,0.458,1.8,2.7,0.6559999999999999,2.7,0.9,0.4,8.8,0.5,2.8,3.3,1.5,0,0,0,1
2033,Anthlon Bell,75,188,Guard,129,60,18.3,3.1,7.8,0.389,1.2,2.9,0.424,1.8,5.0,0.389,0.9,1.2,0.799,0.9,0.4,0.1,8.9,0.4,1.1,1.5,0.7,0,0,0,1
2034,Ben Bell,75,170,Guard,65,65,30.6,3.1,7.1,0.4320000000000001,2.4,5.0,0.473,0.7,2.0,0.4320000000000001,1.5,2.5,0.621,3.2,1.2,0.1,8.3,0.8,2.8,3.7,2.2,0,0,0,1
2035,Benji Bell,76,190,Guard,33,1,10.4,1.2,3.0,0.394,0.5,1.4,0.35600000000000004,0.7,1.6,0.394,0.8,1.4,0.556,0.9,0.3,0.0,3.8,0.2,0.8,1.0,0.7,0,0,0,1
2036,Brandon Bell,71,180,Guard,50,25,15.5,1.3,3.6,0.35600000000000004,0.5,1.3,0.391,0.8,2.3,0.35600000000000004,1.0,1.2,0.845,1.9,0.4,0.0,4.3,0.1,1.4,1.4,1.5,0,0,0,1
2037,Brayden Bell,81,240,Center,14,0,5.5,0.6,2.4,0.273,0.6,1.7,0.333,0.1,0.6,0.273,0.2,0.4,0.6,0.1,0.0,0.1,1.6,0.4,1.5,1.9,0.2,0,1,0,0
2038,Cameron Bell,75,185,Guard,64,9,15.1,1.5,3.8,0.406,1.2,2.8,0.431,0.3,1.0,0.406,1.7,2.0,0.838,0.8,0.7,0.2,5.1,0.8,1.6,2.4,1.2,0,0,0,1
2040,Chad Bell,84,268,Center,121,34,15.8,0.8,2.1,0.378,0.8,2.0,0.379,0.0,0.0,0.378,1.0,1.7,0.606,0.4,0.2,0.9,2.6,0.9,1.5,2.4,0.8,0,1,0,0
2041,Charlie Bell,76,205,Guard,88,42,23.3,2.8,7.8,0.35700000000000004,1.7,4.4,0.386,1.1,3.3,0.35700000000000004,3.3,4.2,0.769,1.6,0.9,0.1,9.9,0.6,3.2,3.6,2.6,1,0,0,1
2042,Cortney Bell,78,205,Forward,59,25,14.7,1.5,3.2,0.471,1.5,3.2,0.473,0.0,0.1,0.471,0.7,1.5,0.489,0.5,0.4,0.6,3.8,1.6,2.4,3.9,1.0,0,0,1,0
2043,D'Andre Bell,78,222,Guard,124,69,18.9,1.7,4.1,0.424,1.5,3.3,0.448,0.3,0.8,0.424,1.0,1.3,0.738,1.3,1.0,0.3,4.7,0.6,1.3,1.9,1.4,0,0,0,1
2044,DaMarcus Bell,78,205,Forward,29,0,10.4,1.1,2.0,0.525,1.0,2.0,0.517,0.0,0.0,0.525,1.1,1.7,0.667,0.3,0.2,0.1,3.3,1.1,1.7,2.8,0.7,0,0,1,0
