,height,weight,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,drafted,position_Center,position_Forward,position_Guard
23214,71,180,131,130,29.8,4.2,11.3,0.368,1.9,4.8,0.386,2.3,6.5,0.368,2.0,2.8,0.708,2.8,1.3,0.1,12.6,0.4,2.3,2.7,1.9,0,0,0,1
13629,80,260,58,24,14.5,1.8,3.6,0.498,1.7,3.4,0.505,0.1,0.3,0.498,0.8,1.3,0.64,0.7,0.2,0.3,4.6,1.1,1.1,2.1,1.6,0,0,1,0
19183,71,165,44,1,4.5,0.3,1.1,0.255,0.0,0.1,0.25,0.3,1.0,0.255,0.0,0.1,0.0,0.2,0.1,0.0,0.8,0.1,0.3,0.3,0.2,0,0,0,1
20448,80,215,65,40,23.8,2.9,6.0,0.486,2.5,4.9,0.514,0.4,1.2,0.486,1.4,2.2,0.636,0.4,0.7,0.7,7.7,1.8,3.8,5.5,1.6,0,0,1,0
23459,77,205,132,64,25.6,3.0,7.5,0.405,1.6,3.6,0.446,1.4,3.9,0.405,1.0,1.4,0.708,0.9,0.5,0.0,8.5,0.4,1.5,1.9,0.8,0,0,0,1
31581,72,175,91,39,23.4,2.2,6.1,0.355,1.0,2.7,0.384,1.1,3.4,0.355,1.8,2.5,0.736,1.6,0.6,0.0,7.3,0.2,1.1,1.3,1.9,0,0,0,1
21799,77,226,25,1,11.8,0.7,1.8,0.391,0.7,1.8,0.409,0.0,0.1,0.391,0.5,0.9,0.545,0.3,0.2,0.5,1.9,1.0,1.8,2.8,0.8,0,0,1,0
2832,79,225,45,6,5.8,0.6,1.4,0.415,0.6,1.4,0.435,0.0,0.1,0.415,0.5,0.8,0.611,0.2,0.0,0.2,1.7,0.3,0.8,1.0,0.5,0,0,1,0
4779,80,220,112,49,13.1,0.8,2.0,0.386,0.8,2.0,0.386,0.0,0.0,0.386,0.3,0.6,0.485,0.3,0.3,0.2,1.8,0.9,1.2,2.2,0.7,0,0,1,0
8878,78,225,33,1,13.1,1.5,3.7,0.413,1.2,2.4,0.5,0.3,1.3,0.413,1.1,1.8,0.638,0.4,0.3,0.5,4.5,1.2,2.0,3.2,0.5,0,0,1,0
20725,78,200,119,75,22.8,3.1,7.6,0.405,1.9,4.2,0.448,1.2,3.4,0.405,1.2,1.6,0.785,1.6,0.6,0.2,8.6,0.9,2.0,2.9,1.2,0,0,0,1
16206,80,260,47,6,7.2,1.1,2.1,0.551,1.1,2.1,0.551,0.0,0.0,0.551,0.3,1.0,0.35600000000000004,0.0,0.1,0.1,2.6,0.8,1.0,1.8,0.4,0,0,1,0
26305,81,245,51,10,18.5,2.8,6.7,0.418,2.6,6.2,0.419,0.2,0.5,0.418,1.3,1.8,0.725,0.6,0.5,1.6,7.1,2.0,3.6,5.6,1.3,0,0,1,0
8333,78,235,25,10,10.2,0.6,1.8,0.304,0.6,1.8,0.311,0.0,0.0,0.304,0.4,0.8,0.55,0.3,0.3,0.8,1.6,0.7,1.2,1.9,1.1,0,0,1,0
15610,76,200,106,36,17.8,1.6,4.2,0.385,0.9,1.6,0.529,0.8,2.6,0.385,0.4,0.7,0.622,1.3,0.5,0.1,4.5,0.8,1.5,2.2,1.2,0,0,0,1
4689,77,190,110,99,26.0,4.0,8.9,0.448,1.3,2.9,0.455,2.7,6.0,0.448,1.3,1.8,0.7509999999999999,1.2,0.6,0.2,12.0,0.8,2.5,3.3,1.2,0,0,0,1
8733,76,215,105,26,12.7,0.8,2.0,0.373,0.4,1.0,0.418,0.3,1.0,0.373,0.6,0.7,0.787,0.4,0.3,0.0,2.4,0.7,1.0,1.7,0.5,0,0,0,1
3923,74,205,116,64,20.4,1.9,4.8,0.391,0.8,1.9,0.398,1.1,2.9,0.391,1.1,1.3,0.841,1.8,0.9,0.1,6.0,0.2,1.6,1.8,1.3,0,0,0,1
1312,78,200,9,0,2.2,0.2,0.4,0.5,0.1,0.3,0.333,0.1,0.1,0.5,0.1,0.4,0.25,0.0,0.0,0.0,0.7,0.1,0.3,0.4,0.1,0,0,1,0
4115,75,185,64,36,29.8,5.0,12.4,0.401,3.4,8.0,0.426,1.6,4.4,0.401,3.8,4.9,0.775,1.3,1.0,0.0,15.4,1.3,2.8,4.1,2.1,0,0,0,1
17889,75,190,66,3,19.6,1.9,4.6,0.425,0.6,1.1,0.5329999999999999,1.3,3.4,0.425,0.7,0.9,0.8140000000000001,0.6,0.2,0.2,5.9,0.7,1.4,2.1,0.4,0,0,0,1
6026,68,165,58,51,25.1,1.7,5.0,0.35100000000000003,0.4,1.2,0.314,1.4,3.8,0.35100000000000003,0.9,1.3,0.68,3.2,0.9,0.0,5.7,0.4,1.8,2.2,2.0,0,0,0,1
29266,77,230,67,52,25.8,2.6,5.6,0.472,2.6,5.1,0.501,0.1,0.5,0.472,1.7,3.2,0.519,2.1,0.9,0.8,7.0,2.9,3.5,6.4,1.9,0,0,1,0
7699,76,170,6,0,0.7,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0,0,0,1
12263,81,225,47,0,5.7,0.3,0.6,0.467,0.3,0.6,0.429,0.0,0.0,0.467,0.4,0.6,0.654,0.6,0.2,0.2,1.0,0.4,0.9,1.4,0.4,0,1,0,0
7401,77,190,60,5,7.7,0.5,1.4,0.366,0.5,1.0,0.45,0.1,0.4,0.366,0.2,0.5,0.467,0.6,0.3,0.0,1.3,0.2,0.6,0.8,0.7,0,0,0,1
11312,82,225,6,0,2.3,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.8,0.0,0,0,1,0
20232,76,205,117,81,25.3,2.9,7.3,0.404,1.8,3.9,0.471,1.1,3.4,0.404,1.4,2.1,0.6609999999999999,2.4,1.1,0.4,8.4,1.2,3.1,4.4,1.8,0,0,0,1
28928,82,215,64,4,12.7,1.1,2.5,0.444,0.9,1.8,0.517,0.2,0.7,0.444,0.9,1.7,0.527,0.7,0.3,0.2,3.3,0.8,2.0,2.9,0.9,0,0,1,0
25621,74,175,35,0,5.8,0.4,0.9,0.5,0.4,0.9,0.5,0.0,0.0,0.5,0.2,0.3,0.6,0.5,0.3,0.0,1.0,0.2,0.6,0.8,0.3,0,0,0,1
13868,79,234,5,0,1.8,0.6,0.6,1.0,0.6,0.6,1.0,0.0,0.0,1.0,0.4,1.2,0.333,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0,0,1,0
8746,73,210,27,14,18.8,0.8,2.6,0.304,0.2,1.0,0.185,0.6,1.6,0.304,0.5,1.0,0.5,1.0,0.7,0.0,2.7,0.7,1.2,1.9,1.0,0,0,0,1
21950,81,250,44,12,8.6,1.0,1.8,0.563,1.0,1.8,0.563,0.0,0.0,0.563,0.4,0.7,0.516,0.6,0.2,0.8,2.4,0.9,1.7,2.6,0.5,0,1,0,0
28959,78,215,95,33,16.7,2.4,6.2,0.391,1.3,2.7,0.467,1.1,3.4,0.391,2.0,2.6,0.748,0.8,0.4,0.1,7.9,0.5,1.4,1.9,1.2,0,0,0,1
17262,71,166,121,118,32.0,3.9,9.2,0.423,2.5,5.4,0.463,1.4,3.8,0.423,3.3,4.2,0.7959999999999999,4.3,0.8,0.0,12.5,0.4,1.7,2.1,2.2,0,0,0,1
25864,80,230,91,31,19.2,1.7,4.6,0.375,1.0,2.5,0.401,0.7,2.1,0.375,1.0,1.6,0.637,1.0,0.4,0.2,5.2,1.1,2.4,3.6,1.1,0,0,1,0
20008,70,179,94,84,31.4,5.6,13.8,0.405,3.1,7.0,0.445,2.5,6.8,0.405,4.9,5.8,0.848,3.0,1.3,0.2,18.6,0.9,2.7,3.6,2.9,0,0,0,1
23637,80,245,29,17,11.5,0.8,2.0,0.404,0.8,1.9,0.411,0.0,0.0,0.404,1.0,1.4,0.6829999999999999,0.3,0.4,0.6,2.6,0.8,1.4,2.2,0.9,0,0,1,0
28671,73,180,126,126,35.5,5.2,12.2,0.421,3.3,7.1,0.469,1.8,5.1,0.421,3.8,4.6,0.833,5.0,1.7,0.2,15.9,0.8,2.6,3.4,3.5,0,0,0,1
20928,79,220,5,0,1.6,0.4,0.8,0.5,0.4,0.6,0.667,0.0,0.2,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.4,0.2,0.6,0.0,0,0,1,0
30155,82,240,32,10,18.5,2.1,4.3,0.496,1.8,3.2,0.573,0.3,1.1,0.496,1.4,1.8,0.763,0.3,0.7,0.6,5.9,1.3,2.6,3.8,1.5,0,0,1,0
12237,77,195,51,1,9.7,0.9,2.1,0.407,0.7,1.5,0.5,0.1,0.6,0.407,0.6,0.8,0.75,0.3,0.3,0.2,2.4,0.6,0.9,1.5,0.6,0,0,1,0
4677,79,220,118,87,25.1,3.9,7.9,0.488,3.9,7.9,0.488,0.0,0.0,0.488,3.0,4.7,0.636,0.9,0.8,0.9,10.7,2.0,3.7,5.7,2.2,0,0,1,0
1639,77,195,16,0,6.0,0.5,1.5,0.333,0.1,0.6,0.222,0.4,0.9,0.333,0.3,0.4,0.667,0.2,0.1,0.0,1.6,0.3,0.5,0.8,0.4,0,0,1,0
6660,73,175,59,0,6.6,0.5,1.5,0.333,0.2,0.4,0.409,0.4,1.2,0.333,0.1,0.2,0.35700000000000004,0.4,0.2,0.1,1.5,0.2,0.6,0.8,0.4,0,0,0,1
10146,74,180,42,31,26.4,4.8,10.1,0.475,2.5,4.5,0.5589999999999999,2.3,5.6,0.475,2.7,3.2,0.83,2.3,0.6,0.0,14.5,0.4,1.9,2.3,1.6,0,0,0,1
8693,73,170,127,98,33.1,4.4,11.1,0.393,2.3,5.3,0.43,2.1,5.8,0.393,3.2,3.9,0.8220000000000001,4.0,1.4,0.3,14.0,0.4,2.6,3.1,2.0,0,0,0,1
3518,77,215,61,58,25.0,3.6,8.7,0.409,2.4,5.2,0.462,1.1,3.5,0.409,1.5,1.8,0.83,1.2,0.5,0.2,9.8,1.3,2.7,4.0,1.4,0,0,0,1
27428,71,175,125,102,32.4,4.1,10.4,0.396,1.3,3.3,0.401,2.8,7.1,0.396,1.4,1.8,0.7929999999999999,2.7,0.8,0.1,12.5,0.3,2.4,2.7,1.4,0,0,0,1
29836,75,208,112,32,17.5,1.8,3.4,0.53,1.7,3.1,0.5479999999999999,0.1,0.3,0.53,0.5,0.9,0.588,1.5,1.0,0.0,4.3,0.8,2.1,2.8,0.7,0,0,0,1
9117,81,225,27,25,22.6,2.8,8.1,0.349,2.7,7.8,0.34600000000000003,0.1,0.3,0.349,1.4,2.4,0.594,0.7,0.6,1.0,7.1,2.0,3.1,5.1,2.5,0,1,0,0
28285,72,190,116,108,33.1,4.1,10.4,0.399,3.4,7.9,0.433,0.7,2.5,0.399,2.4,3.3,0.7509999999999999,4.2,1.7,0.1,11.4,1.1,2.9,4.0,3.0,0,0,0,1
11474,83,256,7,0,4.7,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.9,1.4,0.1,0,1,0,0
15958,75,195,65,38,18.1,2.7,6.1,0.4370000000000001,2.2,4.5,0.483,0.5,1.6,0.4370000000000001,1.8,2.6,0.674,1.5,0.9,0.2,7.6,0.9,1.8,2.6,1.6,0,0,0,1
12317,72,170,47,34,26.0,4.2,10.0,0.418,2.4,5.4,0.455,1.7,4.6,0.418,2.6,3.1,0.818,2.1,0.9,0.1,12.7,0.3,1.3,1.6,2.6,0,0,0,1
22696,73,190,32,0,2.2,0.3,0.7,0.435,0.2,0.4,0.583,0.1,0.3,0.435,0.2,0.3,0.625,0.1,0.1,0.0,0.9,0.1,0.1,0.2,0.3,0,0,0,1
7551,72,173,52,2,10.6,1.6,4.8,0.331,0.7,1.5,0.463,0.9,3.2,0.331,0.3,0.6,0.621,0.5,0.3,0.0,4.4,0.2,0.5,0.7,0.5,0,0,0,1
11182,78,200,86,57,30.2,4.7,10.1,0.461,4.4,9.2,0.483,0.2,0.9,0.461,3.5,4.9,0.705,2.1,1.8,0.2,13.0,1.3,3.7,5.0,2.2,0,0,0,1
12053,80,245,23,0,12.0,1.2,2.9,0.418,1.2,2.9,0.424,0.0,0.0,0.418,1.2,1.9,0.628,0.3,0.0,0.2,3.6,0.8,1.4,2.2,1.4,0,1,0,0
9901,77,200,44,0,6.5,0.8,2.5,0.297,0.2,0.4,0.389,0.6,2.1,0.297,0.2,0.3,0.75,0.3,0.2,0.1,2.3,0.2,0.9,1.1,0.3,0,0,0,1
9446,79,240,96,44,12.0,1.0,2.0,0.4920000000000001,1.0,2.0,0.4970000000000001,0.0,0.0,0.4920000000000001,0.7,0.9,0.733,0.5,0.2,0.2,2.7,0.8,2.0,2.8,0.6,0,0,1,0
21091,82,250,92,3,10.0,1.1,1.9,0.5589999999999999,1.1,1.9,0.5589999999999999,0.0,0.0,0.5589999999999999,0.5,0.9,0.536,0.3,0.2,0.6,2.6,0.8,1.3,2.1,0.6,0,0,1,0
26508,69,145,16,0,11.1,1.1,3.5,0.304,0.6,1.8,0.35700000000000004,0.4,1.8,0.304,1.2,1.4,0.826,1.1,0.7,0.0,3.8,0.0,0.4,0.4,1.2,0,0,0,1
6076,77,210,53,18,10.9,1.3,3.5,0.366,0.3,0.6,0.471,1.0,2.8,0.366,0.6,0.6,0.882,0.3,0.3,0.2,4.1,0.2,0.8,1.1,0.4,0,0,0,1
11408,71,175,14,5,15.3,1.1,3.1,0.364,0.9,1.9,0.481,0.2,1.2,0.364,0.4,0.4,1.0,1.8,0.5,0.1,2.9,0.1,1.4,1.4,0.9,0,0,0,1
12829,80,215,36,2,4.0,0.3,0.5,0.556,0.3,0.5,0.556,0.0,0.0,0.556,0.1,0.3,0.333,0.0,0.3,0.1,0.6,0.2,0.4,0.5,0.2,0,0,1,0
4932,77,190,87,46,23.7,3.2,8.7,0.375,2.3,5.7,0.394,1.0,2.9,0.375,1.2,1.4,0.8420000000000001,2.3,1.4,0.6,8.6,0.6,2.2,2.8,2.3,0,0,0,1
17685,77,215,32,0,1.7,0.1,0.4,0.25,0.1,0.3,0.333,0.0,0.1,0.25,0.1,0.1,0.75,0.1,0.1,0.1,0.3,0.2,0.3,0.5,0.1,0,0,1,0
12400,74,190,20,1,2.6,0.2,0.6,0.25,0.2,0.5,0.3,0.0,0.1,0.25,0.2,0.3,0.5,0.3,0.2,0.0,0.5,0.1,0.1,0.1,0.2,0,0,0,1
22659,78,245,36,0,11.5,1.2,2.4,0.506,1.2,2.4,0.506,0.0,0.0,0.506,0.1,0.3,0.417,0.2,0.3,0.4,2.5,0.9,2.1,3.0,0.4,0,0,1,0
6290,84,260,90,65,20.7,3.2,5.3,0.604,3.2,5.3,0.609,0.0,0.0,0.604,1.3,2.3,0.5670000000000001,0.7,0.4,1.9,7.7,1.8,3.3,5.0,1.8,0,1,0,0
20145,77,180,54,4,14.9,1.8,4.2,0.44,1.6,3.0,0.515,0.3,1.1,0.44,0.7,1.0,0.643,1.4,1.1,0.4,4.6,0.8,1.8,2.6,1.2,0,0,1,0
28343,79,215,28,0,11.3,0.3,0.9,0.34600000000000003,0.3,0.9,0.375,0.0,0.1,0.34600000000000003,0.2,0.5,0.462,1.0,0.1,0.2,0.9,0.5,1.5,1.9,1.1,0,0,1,0
2247,78,200,62,37,19.3,1.8,3.4,0.536,1.5,2.5,0.5770000000000001,0.4,0.9,0.536,0.9,1.2,0.767,0.5,0.5,0.5,4.9,0.9,1.8,2.6,1.0,0,0,1,0
8680,80,235,96,42,18.9,1.8,4.8,0.3720000000000001,1.1,2.4,0.447,0.7,2.4,0.3720000000000001,1.4,2.1,0.677,0.8,0.3,0.2,5.6,1.3,2.9,4.2,1.2,0,0,1,0
29368,68,145,18,6,14.8,0.8,2.7,0.306,0.6,2.2,0.256,0.3,0.6,0.306,0.6,0.8,0.667,1.5,0.4,0.1,2.5,0.2,0.7,0.8,1.1,0,0,0,1
7079,78,220,52,27,9.0,1.0,2.3,0.444,0.7,1.3,0.537,0.3,1.0,0.444,0.1,0.3,0.462,0.5,0.3,0.2,2.4,0.6,1.0,1.6,0.8,0,0,1,0
10806,72,185,116,87,26.5,2.3,6.6,0.35700000000000004,1.6,4.1,0.398,0.7,2.5,0.35700000000000004,1.9,3.0,0.642,3.8,1.4,0.0,7.3,0.2,2.5,2.8,2.6,0,0,0,1
29667,75,195,10,0,1.5,0.1,0.3,0.333,0.1,0.2,0.5,0.0,0.1,0.333,0.2,0.2,1.0,0.0,0.0,0.0,0.4,0.1,0.3,0.4,0.2,0,0,0,1
23530,70,172,132,96,30.3,4.5,9.9,0.454,2.6,5.2,0.498,1.9,4.7,0.454,3.0,3.4,0.8809999999999999,4.0,0.7,0.0,13.9,0.4,1.9,2.3,2.8,0,0,0,1
22773,83,235,62,25,14.0,1.1,2.1,0.5429999999999999,1.1,2.1,0.5429999999999999,0.0,0.0,0.5429999999999999,0.8,1.6,0.51,0.3,0.2,0.5,3.1,1.0,1.7,2.7,0.5,0,1,0,0
29808,73,175,119,65,26.0,2.9,6.4,0.461,2.5,5.0,0.5,0.4,1.4,0.461,2.5,3.6,0.696,3.5,1.0,0.6,8.8,0.3,2.8,3.1,2.1,0,0,0,1
26524,76,185,67,4,5.9,0.2,0.9,0.226,0.2,0.6,0.28600000000000003,0.0,0.3,0.226,0.4,0.6,0.5710000000000001,0.3,0.2,0.0,0.8,0.1,0.5,0.6,0.3,0,0,1,0
13884,77,210,108,93,26.2,2.8,6.0,0.471,2.3,4.5,0.509,0.5,1.5,0.471,2.9,4.3,0.68,2.9,0.8,0.3,9.1,0.9,3.8,4.8,2.3,0,0,0,1
23108,76,200,48,1,4.1,0.3,1.1,0.269,0.1,0.5,0.318,0.1,0.6,0.269,0.1,0.1,0.5,0.1,0.1,0.0,0.8,0.2,0.3,0.5,0.2,0,0,0,1
788,75,185,120,115,26.4,1.2,3.1,0.3720000000000001,1.1,2.5,0.424,0.1,0.6,0.3720000000000001,1.1,1.9,0.555,3.1,1.3,0.2,3.5,0.8,1.7,2.4,1.6,0,0,0,1
17858,79,215,48,18,19.0,2.9,5.1,0.57,2.9,5.1,0.57,0.0,0.0,0.57,1.3,1.8,0.716,0.6,0.6,0.6,7.1,1.5,2.8,4.3,0.9,0,0,1,0
31677,73,180,8,0,1.9,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.5,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.4,0,0,0,1
10815,73,203,28,2,8.3,0.6,1.9,0.34600000000000003,0.4,1.0,0.379,0.3,0.8,0.34600000000000003,0.9,1.2,0.7879999999999999,0.6,0.1,0.0,2.5,0.3,0.9,1.2,0.6,0,0,0,1
14098,73,160,28,2,9.1,0.8,2.1,0.35600000000000004,0.3,1.0,0.259,0.5,1.1,0.35600000000000004,0.9,1.2,0.735,1.2,0.6,0.1,2.9,0.1,0.7,0.9,0.9,0,0,0,1
28590,78,210,18,0,2.6,0.2,0.4,0.429,0.2,0.4,0.429,0.0,0.0,0.429,0.2,0.6,0.364,0.1,0.0,0.1,0.6,0.1,0.4,0.4,0.2,0,0,1,0
24564,82,230,24,0,6.2,0.3,0.5,0.5379999999999999,0.3,0.5,0.5379999999999999,0.0,0.0,0.5379999999999999,0.3,0.8,0.389,0.1,0.1,0.4,0.9,0.6,1.0,1.7,0.2,0,0,1,0
30245,72,165,39,34,30.4,3.3,7.5,0.44,1.1,2.0,0.526,2.3,5.5,0.44,2.1,2.6,0.82,2.3,0.7,0.1,11.0,0.2,2.3,2.5,2.1,0,0,0,1
28606,80,232,124,114,27.9,4.7,10.9,0.433,3.2,6.7,0.475,1.5,4.2,0.433,2.5,3.4,0.7440000000000001,1.4,0.7,0.8,13.5,1.8,4.4,6.2,1.8,0,0,1,0
1467,80,235,85,23,7.7,0.6,1.1,0.5760000000000001,0.6,1.1,0.5760000000000001,0.0,0.0,0.5760000000000001,0.5,0.8,0.618,0.1,0.1,0.1,1.7,0.7,0.9,1.6,0.5,0,0,1,0
27889,77,196,121,93,27.7,4.1,10.2,0.401,2.1,4.8,0.4370000000000001,2.0,5.4,0.401,1.2,1.7,0.726,1.1,0.7,0.2,11.4,1.1,3.4,4.5,1.2,0,0,0,1
17990,80,210,47,5,15.0,0.9,1.9,0.461,0.9,1.8,0.476,0.0,0.1,0.461,0.6,1.2,0.536,0.5,0.3,0.1,2.4,1.0,1.9,2.9,0.8,0,0,1,0
11339,82,225,5,1,3.4,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.6,1.2,0.5,0.0,0.4,0.0,0.6,0.6,0.4,1.0,0.4,0,0,1,0
16215,71,185,13,0,1.5,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.1,0.2,0.5,0.2,0.1,0.0,0.1,0.0,0.1,0.1,0.2,0,0,0,1
6065,75,239,18,0,9.9,0.4,0.7,0.5379999999999999,0.4,0.7,0.5379999999999999,0.0,0.0,0.5379999999999999,0.6,0.9,0.625,0.3,0.2,0.0,1.3,0.4,0.9,1.3,0.6,0,0,0,1
9259,79,220,44,9,16.6,1.6,3.0,0.53,1.6,3.0,0.53,0.0,0.0,0.53,1.3,1.9,0.655,0.3,0.3,0.6,4.4,1.5,2.6,4.1,1.0,0,0,1,0
10816,68,200,43,16,18.2,2.0,5.1,0.402,1.7,4.0,0.434,0.3,1.1,0.402,0.7,1.1,0.696,0.4,0.4,0.2,5.1,1.5,1.7,3.1,1.0,0,0,0,1
8841,82,247,118,31,14.7,2.4,4.7,0.502,2.1,3.8,0.5489999999999999,0.3,0.9,0.502,0.9,1.3,0.652,0.3,0.4,0.7,5.9,1.7,3.5,5.2,0.9,0,0,1,0
28093,73,195,38,4,7.2,0.2,0.4,0.529,0.2,0.4,0.529,0.0,0.0,0.529,0.3,0.5,0.6,0.2,0.2,0.0,0.8,0.3,0.5,0.8,0.4,0,0,0,1
28835,81,250,36,1,6.3,0.6,1.0,0.629,0.6,1.0,0.629,0.0,0.0,0.629,0.3,0.6,0.5,0.1,0.0,0.2,1.5,0.6,1.0,1.6,0.4,0,1,0,0
28038,77,225,19,12,12.4,1.8,3.5,0.53,1.7,3.1,0.552,0.2,0.4,0.53,1.3,2.1,0.6,0.7,0.5,0.2,5.1,0.8,1.8,2.6,1.2,0,0,0,1
8598,77,190,63,56,28.7,2.7,5.5,0.486,2.1,4.1,0.518,0.6,1.4,0.486,2.2,2.7,0.795,2.6,0.7,0.3,8.1,1.4,3.2,4.6,1.6,0,0,1,0
1415,71,155,10,0,5.9,0.8,2.2,0.364,0.4,1.2,0.333,0.4,1.0,0.364,0.7,0.9,0.778,0.7,0.0,0.0,2.7,0.2,1.0,1.2,0.3,0,0,0,1
30527,75,190,19,2,7.0,0.9,2.1,0.462,0.2,0.3,0.5,0.8,1.7,0.462,0.2,0.3,0.8,0.3,0.1,0.0,2.9,0.1,0.6,0.6,0.1,0,0,0,1
13414,83,235,10,0,4.1,0.3,0.3,1.0,0.3,0.3,1.0,0.0,0.0,1.0,0.5,1.2,0.417,0.0,0.1,0.3,1.1,0.2,0.8,1.0,0.4,0,0,1,0
25098,76,196,122,33,16.4,2.5,5.5,0.453,1.9,3.9,0.499,0.6,1.6,0.453,1.3,1.7,0.768,1.3,0.7,0.2,6.8,0.3,1.5,1.8,1.1,0,0,0,1
14994,80,205,124,91,19.9,2.6,5.9,0.44,2.1,4.3,0.496,0.5,1.6,0.44,1.3,2.1,0.65,0.5,0.3,1.0,7.0,1.2,2.8,4.0,1.2,0,0,1,0
8129,79,200,50,3,11.0,0.6,2.1,0.262,0.5,1.9,0.29,0.0,0.3,0.262,0.4,0.6,0.69,0.3,0.4,0.2,1.5,0.4,0.9,1.4,1.2,0,0,1,0
477,73,180,95,86,31.4,3.8,9.4,0.404,1.4,3.2,0.428,2.4,6.2,0.404,0.8,1.2,0.6609999999999999,2.9,0.7,0.1,10.9,0.6,2.9,3.6,1.3,0,0,0,1
21123,73,170,122,45,19.7,2.3,5.4,0.414,1.6,3.4,0.468,0.7,2.1,0.414,1.8,2.3,0.769,2.3,1.1,0.1,7.0,0.3,1.1,1.4,1.5,0,0,0,1
29992,82,275,56,0,7.6,0.8,1.5,0.537,0.8,1.5,0.537,0.0,0.0,0.537,0.3,0.7,0.5,0.1,0.1,0.4,1.9,0.6,0.9,1.4,0.6,0,1,0,0
21708,82,215,32,0,5.7,0.5,1.1,0.417,0.5,1.0,0.484,0.0,0.2,0.417,0.3,0.4,0.615,0.0,0.0,0.1,1.2,0.5,0.5,1.0,0.6,0,0,1,0
26018,78,180,53,14,10.8,0.9,2.8,0.333,0.3,0.9,0.37,0.6,2.0,0.333,0.1,0.2,0.556,0.3,0.5,0.3,2.6,0.4,1.0,1.5,0.5,0,0,0,1
27355,77,175,48,7,7.1,0.6,1.8,0.318,0.5,1.1,0.407,0.1,0.7,0.318,0.2,0.4,0.588,0.1,0.2,0.3,1.5,0.4,0.5,0.9,0.4,0,0,1,0
19736,78,200,121,93,17.0,1.8,3.1,0.584,1.8,3.0,0.593,0.0,0.1,0.584,0.7,1.5,0.475,1.1,0.8,0.4,4.3,1.1,1.4,2.5,1.2,0,0,1,0
6997,79,223,57,10,17.0,3.4,6.3,0.541,2.9,4.9,0.606,0.4,1.4,0.541,1.3,1.8,0.723,0.8,0.6,0.5,8.5,1.4,2.1,3.5,1.5,0,0,1,0
8867,80,215,57,19,12.1,0.5,1.0,0.474,0.5,1.0,0.474,0.0,0.0,0.474,0.3,0.6,0.486,0.2,0.4,0.5,1.3,0.9,1.6,2.5,0.4,0,0,1,0
4931,70,165,124,99,27.9,3.0,7.4,0.397,1.7,4.0,0.4270000000000001,1.2,3.4,0.397,1.6,2.3,0.7140000000000001,3.6,1.2,0.0,8.7,0.7,2.2,2.9,2.3,0,0,0,1
18375,81,237,115,46,15.9,1.7,2.9,0.5710000000000001,1.7,2.9,0.574,0.0,0.0,0.5710000000000001,0.7,1.7,0.441,0.2,0.3,1.0,4.1,1.5,2.6,4.0,0.6,0,1,0,0
24652,80,220,81,35,20.7,3.7,8.2,0.452,2.7,5.5,0.494,1.0,2.7,0.452,2.2,3.0,0.748,0.6,0.5,0.4,10.6,1.2,2.8,4.0,1.5,0,0,1,0
29253,74,195,62,1,4.5,0.2,1.0,0.213,0.1,0.2,0.35700000000000004,0.1,0.8,0.213,0.2,0.3,0.722,0.6,0.2,0.0,0.8,0.0,0.4,0.4,0.3,0,0,0,1
17362,80,230,22,3,14.0,1.3,2.5,0.509,1.3,2.4,0.528,0.0,0.1,0.509,1.0,1.8,0.564,0.7,0.5,0.3,3.5,0.7,1.7,2.5,1.2,0,0,1,0
1174,75,200,105,72,23.8,1.9,5.3,0.368,1.0,2.7,0.3670000000000001,0.9,2.5,0.368,0.9,1.2,0.748,1.2,0.8,0.3,5.7,0.7,2.1,2.8,1.5,0,0,0,1
3303,77,180,47,24,24.4,3.4,8.2,0.411,2.4,5.6,0.441,0.9,2.7,0.411,2.5,3.2,0.799,1.3,0.6,0.1,10.2,1.2,2.8,4.0,2.1,0,0,0,1
20033,76,190,36,2,8.5,0.7,2.4,0.294,0.0,0.1,0.333,0.7,2.3,0.294,0.1,0.1,1.0,0.5,0.3,0.0,2.2,0.2,0.6,0.8,0.4,0,0,0,1
5769,81,220,70,62,28.4,3.1,5.8,0.526,3.1,5.8,0.527,0.0,0.0,0.526,2.1,2.9,0.706,0.6,0.8,1.7,8.2,2.7,5.9,8.7,2.2,0,0,1,0
