,name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers
6544,Isaiah Dahlman,6-6,195,Guard,83,11,7.0,0.7,1.4,.458,0.5,1.0,.519,0.2,0.5,.458,0.4,0.6,.706,0.4,0.1,0.0,1.9,0.3,0.6,0.9,0.3
6545,Noah Dahlman,6-6,215,Forward,128,95,28.4,6.0,10.0,.599,6.0,9.9,.602,0.0,0.0,.599,3.8,5.4,.700,0.8,0.7,0.3,15.7,3.1,3.0,6.1,1.2
6546,Austin Dahn,6-4,200,Guard,127,114,28.4,3.0,8.2,.370,1.1,2.9,.397,1.9,5.4,.370,0.9,1.1,.771,1.4,0.5,0.1,8.9,0.6,2.1,2.7,1.8
6547,Matei Daian,6-10,240,Center,32,0,7.3,0.4,0.9,.483,0.4,0.9,.500,0.0,0.0,.483,0.2,0.4,.462,0.1,0.0,0.1,1.1,0.6,0.4,1.0,0.3
6548,Randell Daigle,5-10,175,Guard,108,66,27.4,3.4,8.5,.396,1.3,3.0,.423,2.1,5.5,.396,1.1,1.4,.774,2.4,1.0,0.0,10.0,0.4,2.1,2.5,1.8
6549,Brian Dailey,6-3,200,Guard,13,1,2.2,0.1,0.2,.333,0.0,0.0,,0.1,0.2,.333,0.0,0.0,,0.2,0.4,0.0,0.2,0.1,0.2,0.2,0.0
6550,Jermaine Dailey,6-7,200,Center,63,21,16.3,1.6,2.9,.538,1.6,2.9,.538,0.0,0.0,.538,0.7,1.2,.568,0.1,0.4,0.6,3.8,1.5,1.8,3.3,0.7
6551,Maishe Dailey,6-7,200,Guard,80,0,13.4,1.2,3.1,.402,0.7,1.4,.500,0.5,1.7,.402,0.5,0.7,.627,1.1,0.3,0.0,3.5,0.2,1.5,1.7,0.7
6552,Quintin Dailey,6-3,175,Guard,86,23,12.2,0.9,2.6,.368,0.5,1.3,.407,0.4,1.3,.368,0.4,0.5,.721,0.7,0.5,0.1,2.7,0.4,1.1,1.5,0.7
6553,Andrew Dakich,6-2,190,Guard,83,1,10.2,0.5,1.2,.440,0.3,0.6,.510,0.2,0.6,.440,0.2,0.3,.810,1.1,0.5,0.0,1.5,0.2,0.8,1.0,0.6
6554,Mike Dakkak,6-1,170,Guard,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6555,Derrick Dale,6-6,200,Forward,7,0,1.3,0.3,1.1,.250,0.1,0.3,.500,0.1,0.9,.250,0.0,0.0,,0.0,0.0,0.0,0.7,0.0,0.1,0.1,0.0
6556,Louis Dale,5-11,180,Guard,110,108,28.2,4.3,9.4,.461,2.9,5.7,.500,1.5,3.7,.461,3.0,3.6,.836,4.3,1.2,0.2,13.2,0.8,3.1,3.9,2.8
6557,Parker Dale,6-4,205,Guard,3,0,1.3,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,.000,0.3,0.7,.500,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3
6558,Yohanny Dalembert,6-8,225,Forward,109,75,19.7,3.0,5.5,.549,3.0,5.5,.548,0.0,0.0,.549,2.0,3.3,.608,0.7,0.3,1.1,8.1,1.8,3.5,5.3,1.9
6559,Bryce Daley,6-4,190,Guard,30,9,18.8,1.1,3.8,.278,1.0,2.9,.337,0.1,1.0,.278,1.1,1.5,.739,2.6,0.6,0.1,3.4,0.5,2.8,3.3,1.5
6560,Steveroy Daley,6-4,195,Forward,100,12,19.7,2.6,4.5,.582,2.6,4.4,.584,0.0,0.1,.582,1.0,1.5,.651,0.7,0.6,0.3,6.2,1.3,2.1,3.4,1.2
6561,George Dallas,5-9,165,Guard,4,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6562,Jordan Dallas,6-10,220,Center,55,2,8.4,0.8,1.4,.564,0.8,1.3,.581,0.0,0.1,.564,0.5,0.7,.700,0.1,0.1,0.3,2.1,0.4,1.3,1.7,0.5
6563,Anthony Dallier,6-6,190,Guard,111,39,18.9,1.5,3.9,.387,0.9,2.1,.432,0.6,1.9,.387,1.1,1.6,.684,1.8,0.6,0.1,4.7,0.5,2.1,2.6,1.1
6564,Hayden Dalton,6-8,185,Forward,100,38,25.4,3.6,8.2,.445,2.2,4.2,.513,1.5,3.9,.445,2.8,3.4,.830,2.1,0.6,0.6,11.6,1.1,5.6,6.7,2.1
6565,Jonathan Dalton,5-10,155,Guard,93,59,24.2,1.4,3.4,.423,0.9,2.0,.453,0.5,1.3,.423,1.2,1.7,.714,3.4,0.8,0.0,4.5,0.4,1.5,1.8,1.7
6566,Keifer Dalton,5-11,165,Guard,4,0,3.3,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,0.3,0.5,.500,0.8,0.0,0.0,0.3,0.0,1.0,1.0,0.8
6567,Spenser Dalton,6-3,205,Guard,20,1,1.2,0.1,0.5,.111,0.1,0.1,.500,0.0,0.4,.111,0.0,0.0,,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1
6568,Ty Dalton,6-4,215,Guard,24,13,20.4,2.9,5.6,.511,2.3,4.1,.566,0.5,1.5,.511,1.7,2.3,.741,1.8,0.7,0.1,8.0,1.4,2.6,4.0,1.5
6569,Brian Daly,6-3,175,Guard,12,0,2.6,0.1,0.3,.250,0.1,0.3,.333,0.0,0.1,.250,0.0,0.2,.000,0.3,0.2,0.0,0.2,0.0,0.2,0.2,0.4
6570,Ryan Daly,6-4,226,Guard,60,49,35.4,6.1,14.3,.428,4.3,8.8,.491,1.8,5.5,.428,2.6,4.0,.656,2.2,1.0,0.2,16.7,1.8,5.1,6.9,1.2
6571,Sam Daly,6-3,175,Guard,34,15,19.5,1.4,3.2,.445,1.3,2.4,.524,0.2,0.8,.445,1.1,1.8,.597,2.7,0.6,0.1,4.1,0.4,1.7,2.1,2.1
6572,Muusa Dama,6-9,225,Forward,59,53,25.9,3.7,7.1,.526,3.7,7.1,.528,0.0,0.1,.526,2.0,2.8,.711,0.9,0.6,1.6,9.5,2.4,5.4,7.9,1.9
6573,Destin Damachoua,6-1,185,Guard,54,7,10.2,0.8,2.4,.344,0.6,1.4,.473,0.2,1.1,.344,0.3,0.4,.708,0.3,0.3,0.0,2.2,0.3,0.7,0.9,0.6
6574,Marcus Damas,6-7,210,Forward,98,96,32.0,3.9,9.8,.403,2.7,5.9,.455,1.2,3.9,.403,2.5,3.5,.709,1.4,0.7,0.8,11.6,1.6,3.6,5.2,2.1
6575,Sean Damaska,6-7,252,Center,7,0,2.6,0.6,0.9,.667,0.6,0.9,.667,0.0,0.0,.667,0.3,0.4,.667,0.1,0.0,0.0,1.4,0.4,0.7,1.1,0.1
6576,Patrick Dame,6-1,195,Guard,4,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.8,1.0,.750,0.5,0.0,0.0,0.8,0.0,0.3,0.3,0.3
6577,Martin Dames,6-2,175,Guard,1,0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,1.000,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
6578,Mike Dames,6-1,200,Guard,30,12,19.7,1.5,3.3,.450,1.5,3.0,.494,0.0,0.4,.450,0.9,1.6,.574,1.6,0.8,0.1,3.9,0.7,1.9,2.5,1.7
6579,Alberto Damour,6-5,216,Forward,10,0,1.7,0.3,0.5,.600,0.3,0.5,.600,0.0,0.0,.600,0.1,0.2,.500,0.0,0.0,0.0,0.7,0.2,0.1,0.3,0.0
6580,Richard Damus,6-7,200,Forward,49,4,10.3,1.4,3.0,.483,1.2,2.4,.500,0.2,0.6,.483,0.4,0.6,.733,0.3,0.3,0.2,3.6,1.0,1.7,2.7,0.7
6581,Taylor Danaher,7-0,235,Center,128,46,18.6,2.1,3.8,.546,2.0,3.5,.568,0.1,0.2,.546,1.2,1.6,.738,0.4,0.4,1.0,5.4,1.4,2.3,3.8,0.9
6582,Ernest Dancy,6-0,175,Guard,8,0,4.3,0.4,1.4,.273,0.4,1.3,.300,0.0,0.1,.273,0.4,1.0,.375,0.1,0.5,0.0,1.1,0.1,0.9,1.0,0.9
6583,Derrick Dandridge,6-8,230,Forward,30,21,20.9,2.6,6.2,.422,2.5,5.8,.439,0.1,0.5,.422,1.9,3.2,.600,0.7,0.4,0.2,7.3,1.4,3.2,4.6,1.4
6584,Glen Dandridge,6-6,220,Forward,72,5,6.8,0.7,2.1,.356,0.4,0.7,.531,0.4,1.4,.356,0.2,0.2,.688,0.2,0.3,0.1,2.0,0.3,0.5,0.8,0.6
6585,Vytas Danelius,6-9,237,Forward,123,75,21.3,2.8,5.9,.479,2.3,4.4,.524,0.5,1.5,.479,1.9,2.6,.727,0.7,0.4,0.5,8.0,2.1,3.1,5.1,1.3
6586,Earnest Daney,6-3,195,Forward,29,7,17.6,2.2,3.9,.558,2.2,3.9,.558,0.0,0.0,.558,0.9,1.4,.643,0.8,0.5,0.1,5.3,1.6,2.7,4.2,1.3
6587,Chris Daniel,6-1,180,Guard,55,25,18.7,1.5,5.1,.306,1.1,3.3,.320,0.5,1.8,.306,1.1,1.9,.558,2.5,1.2,0.1,4.6,0.6,1.2,1.8,2.9
6588,Domineek Daniel,6-3,190,Guard,48,14,12.3,1.8,4.5,.396,1.5,3.4,.432,0.3,1.1,.396,0.7,1.1,.654,0.7,1.0,0.5,4.6,0.6,1.8,2.4,1.4
6589,Edward Daniel,6-7,228,Forward,128,86,20.3,2.4,4.4,.555,2.4,4.3,.559,0.0,0.1,.555,2.4,4.0,.602,0.6,0.8,1.2,7.3,2.3,3.4,5.6,1.4
6590,James Daniel,5-10,165,Guard,125,91,29.9,4.7,12.9,.366,2.4,6.1,.396,2.3,6.8,.366,5.2,6.4,.817,2.5,1.5,0.1,17.0,0.5,1.5,2.0,3.0
6591,Josh Daniel,6-5,205,Guard,127,33,16.3,2.0,4.7,.423,1.1,2.0,.552,0.9,2.7,.423,1.0,1.4,.751,0.8,0.6,0.1,5.9,0.4,1.1,1.5,0.7
6592,Josh Daniel,6-2,170,Guard,56,39,28.0,1.6,4.4,.373,0.7,1.4,.475,0.9,2.9,.373,1.7,2.3,.727,3.6,1.2,0.0,5.9,0.6,1.8,2.4,2.5
6593,Josh Daniel,6-8,200,Forward,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6594,Justin Daniel,6-3,195,Guard,23,0,7.2,0.6,1.1,.500,0.6,0.9,.650,0.0,0.3,.500,0.2,0.4,.500,0.2,0.4,0.0,1.3,0.0,0.3,0.3,0.3
6595,Lenny Daniel,6-8,205,Forward,61,50,27.4,5.0,9.6,.528,5.0,9.6,.528,0.0,0.0,.528,4.0,7.0,.583,0.6,0.5,1.3,14.1,3.3,5.3,8.7,2.3
6596,Marlon Daniel,6-2,175,Guard,15,0,2.0,0.0,0.4,.000,0.0,0.1,.000,0.0,0.3,.000,0.1,0.2,.333,0.1,0.0,0.0,0.1,0.2,0.2,0.4,0.3
6597,Ryan Daniel,6-10,230,Forward,44,0,3.7,0.3,0.6,.500,0.3,0.6,.500,0.0,0.0,.500,0.2,0.4,.438,0.1,0.0,0.0,0.8,0.5,0.4,0.9,0.3
6598,Shakur Daniel,6-5,175,Guard,17,0,7.2,0.2,0.8,.231,0.2,0.6,.273,0.0,0.1,.231,0.1,0.5,.222,0.7,0.3,0.0,0.5,0.3,0.6,0.9,0.1
6599,Blake Danielak,6-8,206,Forward,23,4,11.3,1.0,2.9,.343,0.4,1.1,.346,0.6,1.8,.343,0.1,0.3,.500,0.5,0.3,0.2,2.7,0.9,1.2,2.1,0.5
6600,Alan Daniels,6-6,185,Forward,60,60,34.2,7.6,16.8,.450,5.0,9.3,.541,2.5,7.5,.450,4.1,6.2,.665,2.9,2.2,0.6,21.8,2.0,4.1,6.0,2.6
6601,B.J. Daniels,6-1,212,Guard,19,0,2.8,0.2,0.7,.214,0.2,0.6,.250,0.0,0.1,.214,0.2,0.6,.364,0.1,0.2,0.0,0.5,0.3,0.1,0.4,0.4
6602,BaeBae Daniels,6-7,195,Forward,128,1,20.3,2.9,6.1,.481,2.2,3.9,.556,0.7,2.1,.481,1.4,2.0,.709,0.9,0.5,1.4,8.0,1.7,2.6,4.3,1.0
6603,Ben Daniels,6-6,195,Guard,36,0,10.0,0.9,2.7,.330,0.3,0.8,.393,0.6,1.9,.330,0.2,0.3,.636,0.4,0.2,0.1,2.6,0.6,1.1,1.7,0.7
6604,Bishop Daniels,6-3,176,Guard,63,37,25.6,3.1,8.0,.394,2.7,6.4,.415,0.5,1.6,.394,1.7,2.3,.707,2.3,0.9,0.4,8.4,0.5,2.4,2.9,2.6
6605,Caleb Daniels,6-4,205,Guard,60,30,26.1,3.9,8.9,.441,2.8,5.7,.485,1.1,3.2,.441,2.7,3.8,.719,2.4,0.5,0.3,11.7,1.0,2.7,3.8,2.0
6606,Chaise Daniels,6-8,220,Forward,114,76,22.3,3.7,7.6,.481,3.7,7.6,.483,0.0,0.0,.481,1.9,3.0,.622,0.7,0.4,1.3,9.2,1.6,3.1,4.7,1.9
6607,Chris Daniels,6-7,220,Forward,119,94,29.5,3.1,6.0,.514,3.0,5.8,.522,0.1,0.2,.514,2.4,3.4,.709,2.1,1.4,1.0,8.6,2.4,4.0,6.4,2.2
6608,Chris Daniels,7-0,265,Center,115,73,22.7,4.7,8.3,.566,4.3,7.1,.599,0.4,1.1,.566,2.5,3.4,.720,0.9,0.5,1.5,12.2,1.6,4.3,5.9,2.0
6609,Chris Daniels,6-5,210,Guard,26,0,5.8,0.3,0.9,.333,0.3,0.9,.333,0.0,0.0,.333,0.1,0.2,.333,0.2,0.2,0.1,0.7,0.4,1.0,1.4,0.6
6610,Cruz Daniels,6-11,220,Center,121,87,20.7,2.4,4.0,.586,2.4,4.0,.586,0.0,0.0,.586,0.9,1.3,.648,0.5,0.3,2.5,5.6,2.4,3.2,5.6,1.3
6611,Damien Daniels,5-7,140,Guard,34,6,15.0,1.2,3.3,.354,0.7,1.8,.417,0.4,1.6,.354,0.6,0.8,.808,1.8,0.6,0.0,3.4,0.4,1.2,1.6,0.9
6612,Dantiel Daniels,6-7,234,Forward,121,114,24.0,2.9,4.9,.605,2.9,4.9,.605,0.0,0.0,.605,1.9,3.8,.507,0.6,0.5,0.9,7.8,2.5,2.8,5.3,1.1
6613,DeAndre Daniels,6-9,195,Forward,99,80,23.8,3.6,8.0,.454,2.8,5.6,.499,0.8,2.4,.454,1.5,2.0,.752,0.5,0.6,1.2,9.6,1.2,3.5,4.6,1.3
6614,Derrick Daniels,6-7,330,Center,28,8,10.1,1.0,2.3,.415,1.0,2.3,.415,0.0,0.0,.415,0.4,0.8,.545,0.2,0.3,0.1,2.4,0.5,0.9,1.4,1.5
6615,Devon Daniels,6-5,200,Guard,65,39,25.0,3.7,7.9,.472,2.9,5.5,.532,0.8,2.4,.472,1.3,1.9,.690,2.1,0.9,0.5,9.5,0.8,3.6,4.5,1.9
6616,Erik Daniels,6-8,214,Forward,127,61,20.5,3.5,6.3,.559,3.4,5.7,.590,0.1,0.6,.559,1.1,1.8,.611,1.8,0.7,0.3,8.3,1.6,2.5,4.1,1.3
6617,Jamal Daniels,6-4,200,Guard,55,54,28.8,4.6,10.8,.424,3.7,7.5,.489,0.9,3.3,.424,1.3,1.9,.645,1.9,1.6,0.5,11.3,1.9,2.7,4.6,2.3
6618,James Daniels,6-3,185,Guard,24,0,8.3,0.9,1.9,.457,0.7,1.4,.515,0.2,0.5,.457,0.4,0.5,.769,0.2,0.3,0.2,2.3,0.7,0.6,1.3,0.6
6619,John Daniels,6-8,220,Forward,98,44,17.7,1.2,2.5,.459,1.2,2.5,.469,0.0,0.1,.459,0.7,1.2,.575,0.7,0.6,0.1,3.0,1.4,3.2,4.6,1.3
6620,Jordan Daniels,5-10,150,Guard,85,41,23.4,2.7,6.6,.404,1.5,3.6,.421,1.2,3.0,.404,1.1,1.4,.836,2.1,0.6,0.1,7.6,0.2,1.4,1.6,1.6
6621,Kenny Daniels,6-4,210,Forward,62,49,23.8,4.2,8.0,.530,3.6,6.0,.594,0.6,1.9,.530,3.2,4.3,.756,1.5,1.2,0.1,12.3,1.3,2.7,4.0,2.7
6622,LaKory Daniels,6-1,185,Guard,86,38,18.8,1.8,4.9,.358,0.6,1.5,.419,1.1,3.4,.358,0.7,0.9,.744,1.3,0.4,0.0,5.3,0.3,1.0,1.3,0.8
6623,Marc Daniels,6-9,251,Center,76,54,15.8,1.2,2.3,.520,1.2,2.3,.520,0.0,0.0,.520,0.6,1.1,.585,0.4,0.3,0.6,3.0,1.4,2.0,3.4,1.2
6624,Nate Daniels,6-7,220,Forward,30,3,11.2,1.9,4.3,.431,0.5,1.1,.485,1.3,3.2,.431,0.6,0.6,.895,0.6,0.3,0.1,5.6,0.4,1.2,1.6,0.5
6625,Nick Daniels,6-2,190,Guard,61,58,27.1,3.0,7.3,.418,1.3,3.2,.414,1.7,4.0,.418,1.2,1.6,.771,1.7,0.7,0.2,9.0,0.4,2.5,2.9,1.6
6626,Nick Daniels,6-1,165,Guard,130,49,20.1,2.2,5.6,.386,0.7,1.9,.375,1.4,3.6,.386,1.2,1.6,.732,2.2,0.8,0.0,6.9,0.4,1.9,2.2,1.4
6627,Otis Daniels,6-6,215,Forward,88,27,19.2,3.0,6.5,.466,2.8,5.8,.489,0.2,0.8,.466,1.8,3.0,.619,1.1,0.7,0.1,8.1,1.7,2.3,4.0,1.7
6628,Russell Daniels,5-11,165,Guard,29,10,15.1,0.6,1.8,.340,0.5,1.4,.357,0.1,0.4,.340,0.4,0.7,.619,1.4,0.4,0.0,1.8,0.2,0.9,1.1,1.1
6629,Ryan Daniels,6-0,175,Guard,21,0,8.3,0.3,0.8,.353,0.1,0.3,.286,0.2,0.5,.353,0.1,0.2,.500,0.5,0.4,0.0,0.9,0.0,0.6,0.6,0.1
6630,Sam Daniels,6-9,225,Center,115,75,22.3,2.8,6.4,.436,1.7,3.3,.509,1.1,3.2,.436,0.8,1.2,.672,1.0,0.6,0.7,7.5,1.2,2.4,3.6,0.9
6631,Travis Daniels,6-8,215,Guard,61,51,21.5,2.2,5.1,.430,1.5,2.9,.506,0.7,2.2,.430,0.8,1.2,.667,0.7,0.5,0.4,5.9,1.5,2.6,4.2,1.3
6632,Troy Daniels,6-4,200,Guard,125,57,16.9,2.4,6.1,.389,0.4,0.9,.404,2.0,5.2,.389,0.5,0.7,.782,0.4,0.6,0.1,7.3,0.5,1.6,2.1,0.6
6633,Viont'e Daniels,6-2,175,Guard,102,53,22.4,1.8,4.2,.430,0.5,1.0,.458,1.3,3.2,.430,0.5,0.6,.758,1.7,0.5,0.1,5.5,0.4,1.2,1.6,0.7
6634,Will Daniels,6-8,225,Forward,122,96,25.4,4.8,10.1,.474,3.6,6.9,.527,1.2,3.2,.474,3.0,4.3,.702,1.1,0.8,0.6,13.8,1.8,3.6,5.4,1.9
6635,Rick Daniels-Mulholland,6-5,250,Forward,10,2,1.3,0.1,0.2,.500,0.1,0.2,.500,0.0,0.0,.500,0.1,0.2,.500,0.0,0.0,0.0,0.3,0.2,0.3,0.5,0.0
6636,Greg Danish,5-10,170,Guard,21,1,1.5,0.1,0.7,.143,0.0,0.2,.250,0.0,0.5,.143,0.1,0.2,.600,0.2,0.0,0.0,0.4,0.0,0.0,0.1,0.1
6637,Patrick Danley,6-8,255,Forward,115,28,16.5,1.8,3.7,.487,1.8,3.7,.488,0.0,0.0,.487,1.4,2.2,.640,0.1,0.2,0.1,5.0,1.6,2.3,3.9,1.0
6638,Steve Danley,6-8,225,Forward,115,87,23.8,2.4,5.2,.467,2.2,4.6,.486,0.2,0.5,.467,2.5,3.8,.654,1.9,0.7,0.7,7.4,1.4,2.9,4.3,1.5
6639,Dean Danos,5-11,175,Guard,78,16,11.4,1.0,2.2,.439,0.4,0.8,.438,0.6,1.4,.439,0.5,0.6,.818,1.0,0.3,0.0,3.0,0.2,0.9,1.1,0.8
6640,Brandon Danowski,5-11,180,Guard,9,0,1.8,0.2,0.2,1.000,0.1,0.1,1.000,0.1,0.1,1.000,0.2,0.3,.667,0.1,0.1,0.0,0.8,0.0,0.2,0.2,0.3
6641,Steven Danridge,6-8,260,Forward,111,74,15.7,1.1,2.3,.494,1.1,2.3,.496,0.0,0.0,.494,0.5,1.1,.452,0.3,0.2,0.5,2.8,1.2,1.4,2.7,1.0
6642,Tony Danridge,6-5,215,Guard,129,91,24.6,3.8,7.5,.499,3.6,6.9,.516,0.2,0.6,.499,2.1,2.9,.712,1.4,0.7,0.2,9.8,0.8,1.7,2.5,1.3
6643,Shane Dansby,6-4,210,Forward,124,55,20.6,3.0,6.4,.467,2.0,3.5,.570,1.0,2.9,.467,1.1,1.7,.676,1.0,0.5,0.2,8.1,1.4,2.8,4.2,1.1
6644,Jamal Dantzler,6-3,190,Guard,58,4,10.5,0.9,2.1,.429,0.7,1.6,.451,0.2,0.5,.429,0.4,1.0,.424,0.5,0.3,0.1,2.4,0.7,1.0,1.7,0.7
6645,Sean Dantzler,6-4,180,Guard,51,14,17.0,2.3,5.9,.389,0.4,1.0,.420,1.9,5.0,.389,0.5,0.7,.706,0.5,0.6,0.1,7.0,0.7,1.6,2.3,0.7
6646,Gairges Daow,6-4,190,Guard,65,22,16.7,1.2,2.9,.404,0.8,1.7,.487,0.3,1.2,.404,0.5,0.7,.733,0.7,0.4,0.1,3.2,0.7,2.2,2.9,0.9
6647,Kevin Darby,6-5,210,Guard,47,24,19.4,3.5,8.4,.418,1.9,4.0,.463,1.7,4.4,.418,0.7,1.0,.646,0.7,0.3,0.1,9.4,0.7,1.7,2.4,1.4
6648,Louis Darby,6-3,210,Guard,99,26,16.5,1.9,4.4,.439,1.7,3.6,.489,0.2,0.8,.439,2.0,2.6,.770,0.7,0.5,0.1,6.1,0.8,1.3,2.2,1.1
6649,Taylor Darby,6-8,230,Forward,125,111,25.8,2.9,6.6,.444,2.9,6.6,.444,0.0,0.0,.444,2.1,3.6,.585,0.6,0.4,0.4,8.0,2.6,3.3,5.9,1.2
6650,Brian Darcy,6-8,235,Forward,72,8,8.0,0.8,1.8,.429,0.8,1.7,.432,0.0,0.0,.429,0.4,0.6,.614,0.1,0.1,0.2,1.9,0.6,0.8,1.4,0.5
6651,Antonio Darden,6-3,190,Forward,84,44,23.3,2.9,6.9,.427,2.6,5.7,.456,0.3,1.2,.427,2.2,3.2,.680,0.6,0.7,0.4,8.4,2.3,3.7,5.9,1.7
6652,Brian Darden,6-2,183,Guard,110,81,25.1,3.0,8.6,.348,0.9,2.5,.360,2.1,6.1,.348,2.4,2.9,.829,1.3,0.7,0.0,10.5,0.3,1.5,1.9,1.4
6653,Pierre Darden,6-8,220,Forward,30,1,10.5,0.8,1.6,.510,0.8,1.6,.510,0.0,0.0,.510,0.2,0.7,.300,0.1,0.1,0.4,1.9,0.3,0.7,1.0,0.5
6654,Tony Darden,6-4,200,Guard,57,43,29.1,4.0,10.1,.396,1.6,3.6,.441,2.4,6.6,.396,2.4,2.9,.810,2.2,0.6,0.1,12.9,0.6,1.4,2.0,2.8
6655,Tremmell Darden,6-4,200,Guard,121,104,33.1,4.8,10.2,.467,3.9,7.5,.519,0.9,2.7,.467,3.8,5.5,.705,2.0,1.0,0.6,14.3,1.8,3.0,4.8,2.3
6656,Duke DaRe,6-1,185,Guard,30,1,10.5,0.3,1.6,.191,0.2,0.5,.333,0.1,1.1,.191,0.2,0.2,.714,1.0,0.4,0.0,0.9,0.2,0.8,1.0,0.9
6657,Colin Darfour,6-0,180,Guard,7,0,1.0,0.0,0.3,.000,0.0,0.1,.000,0.0,0.1,.000,0.1,0.3,.500,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0
6658,Alexis Dargenton,6-7,190,Forward,61,40,18.6,1.9,4.0,.467,1.7,3.4,.500,0.1,0.5,.467,1.6,2.4,.658,0.9,0.4,0.8,5.4,1.4,2.6,4.0,1.3
6659,Joe Darger,6-7,225,Forward,127,69,19.8,2.4,6.1,.388,0.8,1.9,.405,1.6,4.3,.388,1.1,1.4,.811,0.7,0.5,0.2,7.6,0.9,2.1,3.0,0.6
6660,Andrew Darko,6-1,175,Guard,59,0,6.6,0.5,1.5,.333,0.2,0.4,.409,0.4,1.2,.333,0.1,0.2,.357,0.4,0.2,0.1,1.5,0.2,0.6,0.8,0.4
6661,Paul Darkwa,6-7,215,Forward,26,0,5.0,0.4,1.1,.393,0.4,1.1,.393,0.0,0.0,.393,0.2,0.5,.429,0.0,0.0,0.4,1.1,0.5,1.0,1.4,0.4
6662,Will Darley,6-8,185,Guard,107,77,25.7,3.5,7.5,.474,2.1,3.9,.531,1.5,3.6,.474,1.7,2.0,.834,1.4,0.4,0.2,10.2,0.7,2.6,3.3,1.6
6663,Cole Darling,6-8,200,Forward,114,73,19.8,2.5,6.0,.415,1.9,4.4,.441,0.6,1.6,.415,1.8,2.4,.766,0.7,0.8,0.3,7.4,1.1,2.5,3.5,1.2
6664,Nate Darling,6-5,200,Guard,63,32,19.1,2.3,4.7,.480,1.0,1.7,.583,1.3,3.0,.480,0.7,0.9,.807,1.7,0.3,0.2,6.5,0.2,1.6,1.8,1.3
6665,Ryan Darling,6-7,215,Forward,33,3,11.2,0.6,1.2,.526,0.6,1.2,.526,0.0,0.0,.526,0.2,0.2,.625,0.2,0.2,0.4,1.4,1.0,1.8,2.9,0.4
6666,Chris Darnell,6-9,230,Forward,109,33,16.9,1.2,3.2,.384,1.0,2.0,.473,0.3,1.1,.384,0.6,0.9,.711,1.0,0.2,0.3,3.3,0.9,2.0,2.9,1.1
6667,Matt Darnell,6-6,225,Forward,13,0,6.7,0.4,1.5,.263,0.2,1.0,.231,0.2,0.5,.263,0.2,0.5,.429,0.1,0.3,0.2,1.2,0.5,0.5,1.0,0.5
6668,Michael Darrett,6-2,190,Guard,61,29,25.3,2.1,4.8,.442,1.6,3.0,.519,0.6,1.8,.442,1.2,2.0,.607,3.8,1.7,0.1,6.0,0.6,2.0,2.7,2.4
6669,Chris Darrington,6-1,185,Guard,58,2,12.7,1.9,4.8,.397,1.0,2.4,.428,0.9,2.4,.397,1.8,2.2,.825,0.9,0.5,0.0,6.5,0.2,1.1,1.2,0.9
6670,Mack Darrow,6-9,248,Forward,96,18,17.7,1.6,3.8,.416,0.8,1.6,.490,0.8,2.1,.416,1.0,1.3,.748,1.6,0.3,0.2,4.8,0.8,1.8,2.6,0.6
6671,Kendall Dartez,6-10,225,Center,60,32,19.0,1.8,4.1,.449,1.8,3.8,.480,0.0,0.3,.449,1.3,1.8,.706,1.0,0.5,1.1,5.0,1.9,2.1,4.0,1.3
6672,Jordan Dartis,6-3,185,Guard,92,86,32.4,3.7,8.2,.450,1.2,2.6,.460,2.5,5.6,.450,1.9,2.2,.872,1.7,1.1,0.1,11.8,0.2,2.8,3.1,1.1
6673,Jerrad Darty,6-2,180,Guard,10,0,2.8,0.8,1.0,.800,0.7,0.9,.778,0.1,0.1,.800,0.5,0.6,.833,0.1,0.1,0.0,2.2,0.0,0.3,0.3,0.4
6674,Georges Darwiche,6-1,183,Guard,19,10,14.2,0.6,2.4,.261,0.2,0.7,.308,0.4,1.7,.261,0.3,0.3,.833,0.9,0.2,0.0,1.9,0.3,0.4,0.7,1.1
6675,Akiem Daschner,6-7,205,Forward,16,2,8.9,0.4,1.4,.261,0.2,0.8,.231,0.2,0.6,.261,0.3,0.7,.364,0.5,0.4,0.1,1.2,0.5,1.4,1.9,0.6
