,name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers
6413,D.J. Cunningham,6-10,240,Center,112,66,23.7,3.5,7.3,.483,3.5,7.2,.485,0.0,0.0,.483,1.9,2.8,.659,0.9,0.8,2.5,8.9,2.4,4.9,7.3,2.0
6414,Dante Cunningham,6-9,230,Forward,139,104,27.2,3.7,7.1,.524,3.7,7.0,.525,0.0,0.0,.524,2.2,3.2,.693,1.0,1.2,0.8,9.6,2.5,3.4,5.9,1.8
6415,David Cunningham,6-4,195,Guard,39,0,1.3,0.1,0.2,.222,0.0,0.1,.333,0.0,0.2,.222,0.1,0.1,.500,0.1,0.1,0.0,0.2,0.0,0.2,0.2,0.1
6416,Jared Cunningham,6-9,235,Forward,33,12,14.8,1.8,4.9,.377,1.1,2.6,.419,0.8,2.3,.377,0.7,1.0,.750,0.4,0.4,0.4,5.2,0.7,1.9,2.6,0.7
6417,Jared Cunningham,6-4,194,Guard,98,83,27.9,3.9,8.5,.455,3.0,6.0,.501,0.9,2.5,.455,4.4,5.8,.754,2.0,2.2,0.2,13.0,0.9,2.1,3.0,2.6
6418,Johnny Cunningham,6-1,180,Guard,5,0,2.2,0.2,0.6,.333,0.2,0.4,.500,0.0,0.2,.333,0.0,0.0,,0.2,0.2,0.0,0.4,0.2,0.4,0.6,0.0
6419,Josh Cunningham,6-8,239,Forward,106,94,28.8,4.4,7.5,.582,4.1,6.4,.635,0.3,1.1,.582,2.5,3.9,.645,1.2,0.7,0.3,11.5,2.2,4.7,6.9,1.9
6420,Kasey Cunningham,6-7,225,Forward,15,5,14.3,1.2,2.3,.514,1.2,2.3,.514,0.0,0.0,.514,0.6,1.3,.474,0.3,0.5,0.2,3.0,1.0,1.8,2.8,1.1
6421,Kurt Cunningham,6-9,260,Center,128,36,13.8,2.4,4.0,.593,2.4,3.9,.597,0.0,0.0,.593,1.0,1.5,.636,1.0,0.3,0.1,5.7,1.0,1.8,2.8,1.3
6422,Larry Cunningham,6-2,190,Guard,117,79,26.2,4.4,11.3,.392,3.2,7.4,.432,1.2,3.9,.392,2.7,3.5,.788,1.4,1.1,0.3,12.8,0.8,2.9,3.7,2.6
6423,Marquis Cunningham,6-8,200,Forward-Center,58,20,12.2,1.6,3.5,.451,1.6,3.5,.455,0.0,0.0,.451,1.1,1.7,.629,0.4,0.5,0.7,4.2,0.8,1.6,2.4,1.1
6424,Mike Cunningham,6-1,180,Guard,103,81,30.4,4.0,10.3,.390,1.8,4.5,.407,2.2,5.9,.390,1.7,2.2,.779,2.8,1.0,0.0,12.0,0.4,2.1,2.5,1.5
6425,Nick Cunningham,6-0,160,Guard,10,0,1.5,0.1,0.2,.500,0.1,0.2,.500,0.0,0.0,.500,1.0,1.2,.833,0.2,0.1,0.0,1.2,0.1,0.0,0.1,0.2
6426,Sean Cunningham,6-2,195,Guard,113,68,24.1,1.9,5.6,.349,1.3,3.6,.368,0.6,1.9,.349,1.3,2.0,.652,2.3,1.0,0.2,5.8,0.5,2.2,2.7,2.0
6427,Steven Cunningham,6-4,215,Guard,54,26,17.3,1.9,4.0,.470,1.7,3.2,.514,0.2,0.7,.470,0.5,1.5,.309,1.2,0.8,0.7,4.4,1.2,1.9,3.2,1.3
6428,Tabby Cunningham,5-8,160,Guard,54,42,20.9,1.8,4.4,.406,1.5,3.5,.420,0.3,0.9,.406,1.3,1.7,.763,3.7,1.5,0.1,5.2,0.2,1.6,1.8,2.9
6429,Tre Cunningham,6-4,210,Guard,44,16,15.4,1.7,4.8,.364,1.3,3.4,.377,0.4,1.3,.364,1.1,2.0,.575,0.4,0.3,0.1,5.0,1.1,1.6,2.7,1.5
6430,Tyson Cunningham,6-3,197,Guard,74,4,12.4,0.6,1.7,.350,0.2,0.6,.333,0.4,1.0,.350,0.3,0.4,.714,0.8,0.4,0.0,1.8,0.4,0.9,1.3,0.7
6431,Elijah Cunningham-Muhammad,6-0,170,Guard,32,30,32.1,3.9,9.3,.421,2.5,5.9,.426,1.4,3.3,.421,2.8,3.3,.838,4.5,1.4,0.0,11.9,0.7,3.3,4.0,3.1
6432,Trace Cureton,6-4,185,Forward,20,1,5.9,0.4,1.5,.276,0.3,0.9,.278,0.2,0.6,.276,0.4,0.8,.533,0.3,0.2,0.0,1.4,0.1,0.6,0.7,0.4
6433,R.J. Curington,6-5,200,Guard,80,3,8.1,1.1,2.7,.416,0.7,1.3,.523,0.4,1.3,.416,0.5,0.7,.782,0.3,0.2,0.1,3.2,0.6,0.6,1.2,0.6
6434,Davide Curletti,6-9,230,Forward,108,6,13.4,1.0,2.1,.446,0.8,1.6,.475,0.2,0.5,.446,0.9,1.4,.653,1.1,0.3,0.3,3.0,0.6,1.4,2.0,0.6
6435,Brian Curran,6-2,180,Guard,2,0,3.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,1.0,1.0,1.000,0.0,0.5,0.0,1.0,0.5,0.0,0.5,0.5
6436,Jonathan Curran,6-5,200,Forward,23,0,1.6,0.1,0.5,.273,0.1,0.2,.500,0.0,0.3,.273,0.0,0.1,.000,0.1,0.0,0.0,0.3,0.0,0.2,0.2,0.1
6437,Max Curran,6-9,205,Forward,62,22,12.0,1.6,3.5,.463,1.2,1.9,.655,0.4,1.6,.463,0.8,1.3,.634,0.2,0.2,0.4,4.4,0.8,2.3,3.0,0.8
6438,Chris Current,6-4,185,Guard,50,1,3.8,0.3,1.1,.298,0.2,0.4,.450,0.2,0.7,.298,0.2,0.3,.714,0.2,0.2,0.0,1.0,0.1,0.3,0.4,0.1
6439,Joshua Currenton,6-10,250,Center,1,1,8.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6440,Anton Currie,6-8,220,Forward,117,51,15.7,1.4,3.5,.408,0.9,2.1,.422,0.5,1.3,.408,0.6,0.9,.682,0.6,0.6,0.3,4.0,0.9,1.7,2.5,1.1
6441,Cole Currie,6-2,180,Guard,14,0,1.7,0.0,0.5,.000,0.0,0.3,.000,0.0,0.2,.000,0.1,0.1,1.000,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.3
6442,Jabari Currie,6-4,235,Guard,113,67,18.7,1.6,3.8,.422,1.0,2.0,.482,0.6,1.8,.422,0.8,1.3,.570,2.6,0.3,0.2,4.5,0.2,1.2,1.4,2.1
6443,Jelani Currie,6-4,185,Guard,110,47,16.7,1.4,3.3,.418,1.0,2.3,.445,0.3,1.0,.418,1.0,1.5,.652,0.7,0.4,0.2,4.1,0.7,1.5,2.2,0.8
6444,Mark Currie,6-4,210,Guard,31,0,3.1,0.2,0.5,.438,0.1,0.2,.800,0.1,0.4,.438,0.0,0.1,.500,0.0,0.0,0.0,0.6,0.0,0.1,0.2,0.1
6445,James Currington,6-6,192,Forward-Guard,96,68,23.3,3.4,6.3,.542,3.4,6.3,.548,0.0,0.1,.542,1.5,2.5,.579,0.5,1.3,0.6,8.3,2.5,3.5,6.0,1.5
6446,Adailah Curry,6-0,180,Guard,22,0,2.7,0.6,1.4,.433,0.5,1.0,.500,0.1,0.4,.433,0.1,0.1,1.000,0.3,0.1,0.0,1.4,0.2,0.0,0.5,0.2
6447,Brandyn Curry,6-1,195,Guard,113,74,28.9,2.8,6.5,.430,1.8,3.7,.482,1.0,2.8,.430,1.8,2.5,.729,4.3,1.4,0.6,8.4,0.4,2.4,2.8,2.0
6448,Dante Curry,6-4,190,Guard,80,10,13.4,1.6,4.6,.344,0.4,1.2,.348,1.2,3.4,.344,0.6,0.9,.644,0.6,0.5,0.0,4.9,0.3,0.9,1.1,0.7
6449,DaRon Curry,6-0,170,Guard,32,0,6.1,0.5,1.2,.395,0.4,1.0,.452,0.0,0.2,.395,0.3,0.4,.571,0.6,0.1,0.0,1.2,0.0,0.4,0.5,0.4
6450,Des Curry,6-0,180,Guard,26,1,3.3,0.3,0.8,.318,0.3,0.7,.412,0.0,0.2,.318,0.2,0.3,.667,0.2,0.1,0.0,0.8,0.1,0.0,0.1,0.1
6451,Eric Curry,6-9,240,Forward,49,7,19.6,1.9,4.4,.424,1.8,3.6,.483,0.1,0.8,.424,1.2,1.8,.678,1.4,0.5,0.6,5.1,1.3,3.2,4.6,1.1
6452,Harrison Curry,6-7,230,Forward,20,6,17.7,2.9,6.7,.429,2.8,5.7,.487,0.1,1.0,.429,1.7,2.6,.667,0.1,0.6,0.6,7.5,1.5,3.0,4.5,1.0
6453,Jamal Curry,6-8,190,Forward,16,0,10.0,0.5,1.7,.296,0.5,1.7,.296,0.0,0.0,.296,0.4,0.7,.545,0.1,0.2,0.3,1.4,0.8,1.5,2.3,0.8
6454,JamesOn Curry,6-3,190,Guard,101,83,32.0,4.7,10.7,.437,2.7,5.9,.464,2.0,4.8,.437,2.2,2.9,.758,3.5,1.0,0.2,13.5,0.5,2.4,2.9,2.8
6455,KeShawn Curry,6-4,175,Guard,15,0,5.6,1.0,1.8,.556,0.9,1.3,.737,0.1,0.5,.556,0.1,0.1,.500,0.1,0.1,0.1,2.1,0.3,0.5,0.7,0.6
6456,Lee Curry,6-2,190,Guard,49,26,18.6,1.6,5.0,.320,1.0,2.9,.347,0.6,2.1,.320,0.6,0.9,.651,0.7,0.6,0.0,4.4,0.6,1.8,2.4,1.5
6457,Mark Curry,6-5,270,Forward,25,1,13.5,1.1,2.3,.483,1.1,2.3,.483,0.0,0.0,.483,0.8,1.4,.543,0.3,0.6,0.1,3.0,1.4,1.7,3.2,1.4
6458,Mark Curry,6-5,270,Forward,56,19,11.9,0.7,1.5,.494,0.7,1.5,.494,0.0,0.0,.494,0.4,0.8,.455,0.5,0.4,0.2,1.8,1.3,1.2,2.4,0.7
6459,Raynardo Curry,6-0,180,Guard,60,23,20.4,1.6,3.7,.422,1.4,3.0,.455,0.2,0.8,.422,1.9,2.6,.739,2.2,1.6,0.1,5.2,0.5,1.7,2.2,1.7
6460,Ron Curry,6-4,190,Guard,128,110,32.9,3.9,9.5,.403,2.4,5.1,.459,1.5,4.4,.403,2.9,4.0,.720,3.3,1.0,0.3,12.1,0.6,2.8,3.4,1.6
6461,Seth Curry,6-2,185,Guard,141,120,30.9,4.8,11.2,.431,2.5,5.4,.472,2.3,5.9,.431,2.9,3.5,.827,2.1,1.2,0.2,14.9,0.6,2.2,2.8,1.6
6462,Sharaud Curry,5-10,170,Guard,119,113,33.0,4.5,10.7,.416,2.7,6.0,.454,1.7,4.7,.416,2.8,3.3,.874,3.9,1.1,0.0,13.5,0.8,1.6,2.4,2.5
6463,Stephen Curry,6-3,185,Guard,104,103,32.6,8.4,17.9,.467,4.4,8.3,.530,4.0,9.7,.467,4.6,5.3,.876,3.7,2.1,0.3,25.3,0.8,3.8,4.5,3.0
6464,T.J. Curry,6-1,190,Guard,104,50,19.2,1.4,3.7,.369,0.5,1.4,.378,0.8,2.3,.369,0.9,1.2,.724,1.6,0.6,0.0,4.4,0.6,1.7,2.3,1.0
6465,Victor Curry,6-8,215,Forward,26,9,10.3,0.8,2.2,.386,0.8,2.2,.393,0.0,0.0,.386,0.9,1.3,.686,0.2,0.7,0.2,2.6,1.1,2.0,3.1,0.7
6466,Aaron Curtis,6-5,215,Forward,64,11,18.1,2.2,5.6,.399,1.8,3.8,.492,0.4,1.8,.399,1.6,2.3,.680,1.0,1.0,0.3,6.4,1.1,2.7,3.7,1.5
6467,Brian Curtis,5-11,165,Guard,29,1,6.1,0.6,1.3,.432,0.1,0.2,.400,0.5,1.1,.432,0.4,0.7,.619,0.2,0.1,0.0,2.0,0.3,0.1,0.4,0.3
6468,Carlos Curtis,6-2,200,Guard,10,0,6.9,0.8,2.4,.333,0.8,2.0,.400,0.0,0.4,.333,0.7,1.0,.700,0.6,0.2,0.0,2.3,0.7,0.3,1.0,0.7
6469,Dwayne Curtis,6-9,262,Center,109,89,25.8,4.8,8.3,.584,4.8,8.3,.585,0.0,0.0,.584,2.1,3.3,.643,1.0,1.0,0.3,11.8,3.3,4.2,7.5,1.5
6470,Jeremiah Curtis,6-8,230,Forward,12,1,3.9,0.1,0.8,.111,0.1,0.8,.111,0.0,0.0,.111,0.3,0.3,1.000,0.1,0.1,0.0,0.5,0.2,0.3,0.4,0.1
6471,Jonathan Curtis,6-0,170,Guard,7,0,3.0,0.4,1.0,.429,0.4,0.9,.500,0.0,0.1,.429,0.1,0.1,1.000,0.3,0.0,0.0,1.0,0.0,0.7,0.7,0.3
6472,Marquel Curtis,6-3,205,Guard,75,33,24.2,2.3,5.4,.431,1.9,3.8,.502,0.5,1.7,.431,1.3,1.9,.667,1.7,0.7,0.1,6.4,1.1,2.4,3.5,1.4
6473,Nick Curtis,6-8,225,Forward,98,36,14.3,1.4,3.1,.464,1.3,2.7,.500,0.1,0.4,.464,1.0,1.6,.634,0.5,0.5,0.5,4.0,1.4,1.7,3.1,0.7
6474,Pierre Curtis,6-3,180,Guard,126,125,32.8,3.0,6.7,.447,2.5,5.2,.476,0.5,1.5,.447,3.3,4.2,.796,3.7,1.4,0.2,9.8,0.8,2.4,3.3,2.7
6475,Rashad Curtis,6-1,175,Guard,12,0,,0.2,0.7,.250,0.1,0.3,.333,0.1,0.4,.250,0.2,0.3,.667,0.3,0.2,0.0,0.6,0.1,0.4,0.5,0.9
6476,Tom Curtis,6-9,225,Forward,57,32,16.6,0.9,1.8,.495,0.9,1.7,.526,0.0,0.1,.495,0.4,0.7,.538,0.5,0.4,0.2,2.2,1.6,2.0,3.6,0.4
6477,Tristian Curtis,6-7,220,Forward,114,63,18.1,1.6,2.7,.580,1.6,2.7,.585,0.0,0.1,.580,0.8,1.6,.497,0.3,0.2,0.5,4.0,1.9,3.1,5.0,0.8
6478,Terrell Curtis II,5-11,165,Guard,8,0,1.4,0.0,0.4,.000,0.0,0.0,,0.0,0.4,.000,0.4,0.9,.429,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1
6479,Jacob Cushing,6-8,215,Forward,70,16,12.4,1.0,2.8,.369,0.5,1.0,.478,0.6,1.8,.369,0.4,0.5,.758,0.3,0.1,0.1,3.0,0.3,1.5,1.8,0.6
6480,Blake Cushingberry,6-4,261,Guard,81,23,19.6,1.7,4.4,.398,0.8,1.4,.602,0.9,3.0,.398,0.8,1.3,.635,0.9,0.7,0.0,5.2,0.7,1.8,2.5,1.0
6481,Craig Cusick,6-2,185,Guard,71,15,18.0,1.1,2.9,.377,0.4,1.1,.351,0.7,1.8,.377,0.6,0.9,.656,2.1,0.8,0.0,3.5,0.2,1.7,1.9,0.8
6482,Clayton Custer,6-1,185,Guard,111,99,29.7,3.8,8.1,.471,2.2,4.1,.531,1.6,4.0,.471,1.5,2.0,.766,3.0,1.1,0.1,10.8,0.3,1.7,2.0,1.7
6483,Coy Custer,6-11,260,Center,101,33,15.1,1.9,3.7,.515,1.7,3.2,.542,0.1,0.4,.515,1.3,2.0,.655,0.5,0.3,0.9,5.2,1.5,2.0,3.5,1.0
6484,Ryan Custer,6-7,235,Forward,32,0,9.8,0.7,2.1,.328,0.4,1.0,.387,0.3,1.1,.328,0.5,0.8,.615,0.4,0.3,0.2,2.2,0.8,0.7,1.5,0.4
6485,Brian Cusworth,7-0,255,Center,86,59,27.1,4.4,9.0,.489,4.3,8.5,.499,0.1,0.4,.489,3.2,4.5,.711,1.0,0.6,1.7,12.1,2.2,4.8,7.0,2.3
6486,Josh Cuthbertson,6-5,185,Forward,108,58,24.2,2.9,6.6,.432,1.8,3.2,.549,1.1,3.4,.432,1.0,1.4,.686,2.4,0.6,0.1,7.8,1.2,2.6,3.8,1.4
6487,Zac Cuthbertson,6-7,195,Forward,65,60,30.8,5.2,11.1,.472,4.1,7.8,.529,1.1,3.3,.472,4.9,6.3,.778,2.0,0.9,0.6,16.5,2.0,5.4,7.5,2.3
6488,Brandon Cutler,6-6,210,Forward,20,2,10.6,1.5,3.1,.484,1.5,3.1,.492,0.0,0.1,.484,1.0,1.3,.769,0.3,0.3,0.2,4.0,1.0,1.5,2.5,0.7
6489,Kendall Cutler,6-0,199,Guard,61,45,25.2,2.5,5.4,.466,2.5,5.3,.474,0.0,0.1,.466,3.3,4.8,.692,4.5,1.1,0.0,8.4,0.9,2.2,3.1,2.8
6490,Scott Cutley,6-5,235,Forward,120,92,27.9,4.1,8.3,.497,3.8,7.1,.531,0.4,1.2,.497,1.9,3.1,.616,2.3,1.1,0.2,10.5,2.1,4.1,6.2,2.3
6491,Tyler Cutter,6-1,180,Guard,17,2,15.1,0.4,1.8,.233,0.2,0.9,.267,0.2,0.9,.233,0.9,1.3,.682,1.9,0.6,0.1,1.9,0.2,0.7,0.9,1.8
6492,Patrick Cuttica,6-3,190,Forward,59,3,8.1,0.5,1.4,.341,0.3,0.8,.426,0.2,0.6,.341,0.3,0.4,.810,0.6,0.4,0.0,1.4,0.1,0.7,0.8,1.1
6493,Francis Cuyler,6-0,182,Guard,59,41,28.6,3.0,8.1,.373,1.1,2.7,.400,1.9,5.4,.373,0.8,1.3,.653,2.3,0.9,0.0,8.8,0.5,1.6,2.1,1.8
6494,Neven Cuzela,6-3,200,Guard,8,0,16.6,2.6,7.4,.356,0.8,1.9,.400,1.9,5.5,.356,1.0,1.1,.889,1.4,0.9,0.0,8.1,0.6,1.4,2.0,1.3
6495,Nikola Cvetinovic,6-8,230,Forward,141,104,21.7,3.2,6.8,.469,3.1,6.4,.480,0.1,0.4,.469,1.7,2.6,.644,1.4,0.8,0.1,8.2,1.7,3.1,4.8,1.6
6496,Filip Cvjeticanin,6-9,218,Forward,131,19,16.3,1.8,4.7,.381,0.4,0.9,.438,1.4,3.8,.381,0.4,0.5,.662,0.3,0.2,0.1,5.3,0.4,1.7,2.1,0.6
6497,Dejan Cvoro,6-5,185,Guard,24,10,11.1,0.5,2.1,.216,0.1,0.9,.091,0.4,1.2,.216,0.4,0.6,.600,0.9,0.3,0.2,1.7,0.4,0.9,1.3,0.8
6498,Igor Cvorovic,6-8,190,Forward,1,0,7.0,1.0,5.0,.200,1.0,5.0,.200,0.0,0.0,.200,0.0,2.0,.000,1.0,0.0,0.0,2.0,2.0,2.0,4.0,1.0
6499,Stefan Cvrkalj,6-6,195,Guard,109,4,11.0,1.1,3.1,.370,0.3,0.8,.400,0.8,2.3,.370,0.2,0.3,.735,0.4,0.2,0.1,3.3,0.2,1.0,1.2,0.5
6500,Jeantal Cylla,6-7,215,Forward,96,87,25.6,3.5,8.7,.403,2.5,5.3,.461,1.0,3.3,.403,2.2,2.8,.785,0.5,0.5,0.4,10.3,1.1,2.7,3.8,1.2
6501,Jordan Cyphers,6-4,179,Guard,101,30,17.7,2.1,5.6,.378,0.9,2.2,.422,1.2,3.5,.378,2.0,2.4,.813,0.6,0.5,0.2,7.5,0.5,1.0,1.5,1.0
6502,Chris Cyprian,6-3,185,Guard,68,31,18.2,1.9,4.9,.394,1.2,2.4,.494,0.7,2.4,.394,0.8,1.3,.651,1.5,1.0,0.1,5.4,0.6,1.6,2.2,1.6
6503,Micheal Cyprien,6-3,180,Guard,69,4,11.3,0.6,1.2,.477,0.5,1.0,.522,0.1,0.3,.477,0.5,0.8,.582,0.7,0.6,0.1,1.7,0.7,1.0,1.7,0.5
6504,Brandon Cyrus,6-5,190,Guard,63,53,26.8,2.4,6.1,.395,2.0,4.7,.422,0.4,1.4,.395,1.5,2.1,.697,1.3,0.7,0.3,6.7,1.7,2.1,3.8,1.3
6505,Jenieri Cyrus,6-3,180,Guard,11,0,1.2,0.2,0.5,.333,0.2,0.5,.400,0.0,0.1,.333,0.0,0.2,.000,0.0,0.0,0.0,0.4,0.2,0.1,0.3,0.0
6506,Matt Czaplinski,6-10,248,Center,24,0,6.2,0.5,1.2,.393,0.5,1.2,.393,0.0,0.0,.393,0.2,0.3,.667,0.0,0.2,0.5,1.1,0.5,1.1,1.6,0.6
6507,Tom Czaplinski,6-1,180,Guard,12,0,2.6,0.0,0.5,.000,0.0,0.3,.000,0.0,0.3,.000,0.1,0.2,.500,0.2,0.0,0.0,0.1,0.0,0.1,0.1,0.1
6508,Joseph Czechowicz,5-9,165,Guard,11,0,1.8,0.0,0.5,.000,0.0,0.2,.000,0.0,0.4,.000,0.0,0.1,.000,0.3,0.0,0.0,0.0,0.2,0.3,0.5,0.3
6509,T.J. Czecki,6-2,185,Guard,26,0,8.5,0.3,1.1,.286,0.2,0.6,.267,0.2,0.5,.286,0.6,0.7,.789,1.0,0.9,0.1,1.3,0.2,0.6,0.8,1.2
6510,Michael Czepil,6-2,170,Guard,60,39,22.5,2.1,5.2,.403,0.9,1.7,.556,1.2,3.5,.403,1.1,1.2,.878,1.7,0.7,0.1,6.4,0.6,2.3,2.9,1.6
6511,Chris Czerapowicz,6-7,210,Guard,121,71,22.6,3.1,7.4,.416,1.6,3.2,.517,1.4,4.2,.416,0.7,1.0,.714,0.6,0.3,0.3,8.3,1.0,3.3,4.2,0.7
6512,David Czerapowicz,6-3,190,Guard,25,0,8.4,0.5,1.6,.293,0.1,0.2,.500,0.4,1.5,.293,0.1,0.2,.750,0.2,0.0,0.0,1.5,0.0,0.8,0.8,0.1
6513,Philipp Czernin,6-6,210,Forward,45,15,9.1,1.8,4.3,.409,1.6,3.1,.507,0.2,1.2,.409,1.5,2.1,.688,1.7,0.5,0.2,5.2,1.2,1.5,2.8,1.2
6514,Felix Czerny,6-4,175,Guard,13,0,4.5,0.3,1.2,.250,0.3,0.7,.444,0.0,0.5,.250,0.1,0.2,.333,0.2,0.2,0.0,0.7,0.2,0.4,0.6,0.6
6515,T.J. Czeski,6-2,185,Guard,72,22,13.7,1.0,2.6,.382,0.8,2.0,.393,0.2,0.6,.382,0.6,0.9,.642,1.4,0.6,0.2,2.8,0.3,1.3,1.5,1.6
6516,Olek Czyz,6-7,240,Forward,77,57,23.2,3.8,7.1,.530,3.2,5.5,.578,0.6,1.6,.530,2.2,3.6,.611,0.9,0.5,0.2,10.3,1.6,3.4,5.0,1.9
6517,Mark D'Agostino,6-7,225,Forward,28,2,5.6,0.4,0.9,.385,0.2,0.5,.385,0.2,0.5,.385,0.0,0.0,1.000,0.2,0.1,0.0,0.9,0.1,0.4,0.6,0.2
6518,Doug D'Amore,6-5,195,Forward,57,32,22.6,2.1,5.6,.382,1.1,2.7,.428,1.0,2.9,.382,1.6,2.4,.701,1.7,0.9,0.2,6.9,0.4,2.3,2.7,1.6
6519,Nick D'Antoni,6-0,190,Guard,107,83,25.6,1.8,5.4,.327,0.8,2.3,.344,1.0,3.1,.327,1.4,1.9,.720,3.2,0.8,0.0,5.9,0.3,1.8,2.1,2.2
6520,Mike D'Elia,6-0,150,Guard,10,0,2.3,0.0,0.4,.000,0.0,0.2,.000,0.0,0.2,.000,0.0,0.0,,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3
6521,Eddie D'Haiti,6-8,215,Forward,28,5,11.4,0.9,2.1,.407,0.9,2.1,.414,0.0,0.0,.407,0.8,1.4,.579,0.5,0.3,0.6,2.5,1.3,1.6,2.9,1.0
6522,Anthony D'Orazio,6-2,185,Guard,127,54,16.3,1.6,4.0,.395,1.0,2.2,.460,0.6,1.8,.395,0.4,0.8,.526,1.1,0.8,0.2,4.1,0.5,1.7,2.2,0.8
6523,Marcelo Da Barrosa,6-7,225,Forward,26,0,7.9,1.2,2.8,.425,1.2,2.7,.443,0.0,0.1,.425,0.4,0.7,.611,0.2,0.1,0.0,2.8,0.7,0.9,1.5,0.5
6524,Mattia Da Campo,6-5,210,Guard,74,16,12.4,0.8,1.5,.555,0.6,1.1,.595,0.2,0.4,.555,0.6,1.0,.639,0.7,0.3,0.0,2.5,1.2,1.5,2.6,0.7
6525,Oscar Da Silva,6-9,225,Forward,66,42,26.1,2.9,5.9,.486,2.0,3.4,.584,0.9,2.5,.486,1.2,1.7,.661,1.5,0.5,1.1,7.8,1.5,3.8,5.3,1.8
6526,Tulio Da Silva,6-8,211,Forward,76,59,28.3,4.3,8.6,.492,4.0,7.7,.512,0.3,0.9,.492,2.1,3.4,.622,0.8,0.9,0.6,10.9,2.0,4.7,6.7,2.3
6527,Amani Daanish,6-7,215,Forward,58,49,28.4,3.6,7.5,.475,3.6,7.5,.475,0.0,0.0,.475,2.1,3.9,.529,0.6,0.7,0.3,9.2,2.6,3.3,5.8,1.7
6528,Joe Dabbert,6-11,255,Center,127,8,13.4,2.0,3.9,.517,1.9,3.7,.532,0.0,0.2,.517,1.4,1.9,.712,0.5,0.4,0.8,5.4,1.0,1.9,2.9,1.1
6529,Jason Dabney,6-7,200,Forward,38,7,16.0,0.7,2.1,.325,0.6,1.9,.333,0.1,0.2,.325,0.7,1.0,.641,0.7,0.3,0.4,2.1,0.6,1.7,2.3,1.3
6530,Louis Dabney,6-3,210,Guard,131,95,25.7,3.6,9.4,.382,2.4,5.8,.419,1.1,3.5,.382,3.0,3.9,.757,1.5,0.9,0.1,11.2,0.7,2.1,2.8,1.6
6531,Mike Dabney,6-8,200,Forward,16,0,9.4,0.9,1.8,.536,0.9,1.8,.536,0.0,0.0,.536,0.9,1.6,.577,0.0,0.3,0.8,2.8,1.1,0.9,2.0,0.6
6532,Daniel Daccarett,6-8,243,Forward,36,1,2.4,0.3,0.6,.450,0.3,0.5,.474,0.0,0.0,.450,0.4,0.7,.667,0.1,0.1,0.0,0.9,0.1,0.3,0.4,0.3
6533,Emmett Dacey,6-9,245,Forward,2,0,1.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6534,Dion Dacons,6-6,210,Forward,111,32,18.3,1.1,1.9,.567,0.9,1.5,.646,0.2,0.5,.567,0.5,1.0,.526,0.5,0.6,0.1,2.9,1.3,2.2,3.5,0.5
6535,Antoine Dade,6-8,230,Center,29,0,13.3,1.0,2.4,.414,1.0,2.4,.414,0.0,0.0,.414,0.8,1.7,.458,0.2,0.3,0.4,2.8,1.6,1.9,3.6,1.0
6536,Xavier Dade,6-0,185,Forward,17,0,3.2,0.3,0.7,.417,0.3,0.5,.625,0.0,0.2,.417,0.1,0.1,.500,0.1,0.1,0.0,0.6,0.0,0.5,0.5,0.2
6537,Eric Dadika,6-0,175,Guard,26,0,1.7,0.2,0.4,.364,0.0,0.2,.250,0.1,0.3,.364,0.0,0.0,,0.0,0.0,0.0,0.4,0.0,0.1,0.1,0.2
6538,Jake Dadika,5-11,160,Guard,51,1,5.4,0.2,0.7,.265,0.1,0.3,.353,0.1,0.3,.265,0.1,0.3,.429,0.3,0.1,0.0,0.5,0.0,0.3,0.3,0.3
6539,Kenny Dagostino,6-1,180,Guard,29,0,1.8,0.1,0.4,.182,0.1,0.2,.286,0.0,0.1,.182,0.1,0.1,1.000,0.1,0.0,0.0,0.3,0.0,0.1,0.1,0.0
6540,Ade Dagunduro,6-5,200,Guard,64,63,24.1,4.0,7.8,.507,3.5,6.6,.534,0.4,1.2,.507,2.5,3.7,.661,1.5,1.1,0.4,10.8,1.6,2.4,4.0,1.9
6541,Arnaud Dahi,6-7,230,Forward,129,107,22.3,3.7,8.0,.467,3.2,6.3,.504,0.6,1.7,.467,2.2,2.9,.755,0.9,0.9,1.1,10.2,2.0,3.5,5.5,1.7
6542,Justin Dahl,7-0,261,Center,42,0,7.7,0.9,1.9,.469,0.9,1.9,.469,0.0,0.0,.469,0.3,0.6,.542,0.3,0.3,0.5,2.1,0.5,1.4,2.0,0.7
6543,Matt Dahlen,6-6,200,Forward,52,11,7.3,0.4,0.8,.500,0.4,0.8,.513,0.0,0.0,.500,0.3,0.6,.433,0.4,0.2,0.1,1.0,0.4,0.9,1.3,0.4
